2024-09-02 12:08:11,681/20,868.0,-128,380,0,4,M0CW137
2024-09-02 12:09:01,681/51,868.0,-125,377,0,4,M0CW137
2024-09-02 12:09:52,681/100,868.0,-124,378,0,4,M0CW137
2024-09-02 12:16:31,681/20,868.6,-122,-1582,0,6,M0CW336
2024-09-02 12:17:21,681/51,868.6,-122,-1573,0,6,M0CW336
2024-09-02 12:18:13,681/100,868.6,-124,-1586,0,6,M0CW336
2024-09-02 12:24:51,681/20,868.6,-122,-1579,0,6,M0CW336
2024-09-02 12:25:42,681/51,868.6,-124,-1579,0,6,M0CW336
2024-09-02 12:26:33,681/100,868.6,-125,-1578,0,6,M0CW336
2024-09-02 12:39:51,682/20,868.0,-125,391,0,4,M0CW137
2024-09-02 12:41:33,682/100,868.0,-127,393,0,4,M0CW137
2024-09-02 12:48:11,682/20,868.0,-128,395,0,4,M0CW137
2024-09-02 12:49:02,682/51,868.0,-129,394,0,4,M0CW137
2024-09-02 12:49:53,682/100,868.0,-126,393,0,4,M0CW137
2024-09-02 12:57:22,682/51,868.6,-123,-1569,0,6,M0CW336
2024-09-02 13:04:52,682/20,868.6,-125,-1568,0,6,M0CW336
2024-09-02 13:05:42,682/51,868.6,-125,-1569,0,6,M0CW336
2024-09-02 13:06:33,682/100,868.6,-124,-1568,0,6,M0CW336
2024-09-02 13:19:52,683/20,868.0,-126,396,0,4,M0CW137
2024-09-02 13:20:43,683/51,868.0,-129,396,0,4,M0CW137
2024-09-02 13:21:34,683/100,868.0,-125,397,0,4,M0CW137
2024-09-02 13:36:33,683/20,868.6,-127,-1584,0,6,M0CW336
2024-09-02 13:38:14,683/100,868.6,-126,-1566,0,6,M0CW336
2024-09-02 13:45:43,683/51,868.6,-132,-1568,0,6,M0CW336
2024-09-02 13:46:34,683/100,868.6,-128,-1564,0,6,M0CW336
2024-09-02 13:59:53,684/20,868.0,-128,395,0,4,M0CW137
2024-09-02 14:08:13,684/20,868.0,-129,398,0,4,M0CW137
2024-09-02 14:09:04,684/51,868.0,-130,402,0,4,M0CW137
2024-09-02 14:16:33,684/20,868.6,-127,-1559,0,6,M0CW336
2024-09-02 14:24:53,684/20,868.6,-125,-1565,0,6,M0CW336
2024-09-02 14:26:35,684/100,868.6,-127,-1560,0,6,M0CW336
2024-09-02 14:39:54,685/20,868.0,-128,396,0,4,M0CW137
2024-09-02 14:40:44,685/51,868.0,-125,394,0,4,M0CW137
2024-09-02 15:04:54,685/20,868.6,-128,-1563,0,6,M0CW336
2024-09-02 15:06:36,685/100,868.6,-130,-1562,0,6,M0CW336
2024-09-02 15:19:54,686/20,868.0,-126,392,0,4,M0CW137
2024-09-02 15:20:45,686/51,868.0,-129,395,0,4,M0CW137
2024-09-02 15:28:14,686/20,868.0,-130,396,0,4,M0CW137
2024-09-02 15:29:05,686/51,868.0,-124,392,0,4,M0CW137
2024-09-02 15:36:35,686/20,868.6,-125,-1581,0,6,M0CW336
2024-09-02 15:37:25,686/51,868.6,-126,-1568,0,6,M0CW336
2024-09-02 15:45:46,686/51,868.6,-128,-1567,0,6,M0CW336
2024-09-02 15:46:36,686/100,868.6,-127,-1566,0,6,M0CW336
2024-09-02 16:01:37,687/100,868.0,-127,391,0,4,M0CW137
2024-09-02 16:08:15,687/20,868.0,-125,396,0,4,M0CW137
2024-09-02 16:09:06,687/51,868.0,-130,398,0,4,M0CW137
2024-09-02 16:09:57,687/100,868.0,-124,393,0,4,M0CW137
2024-09-02 16:16:35,687/20,868.6,-131,-1561,0,6,M0CW336
2024-09-02 16:17:26,687/51,868.6,-129,-1566,0,6,M0CW336
2024-09-02 16:24:56,687/20,868.6,-129,-1563,0,6,M0CW336
2024-09-02 16:25:46,687/51,868.6,-126,-1562,0,6,M0CW336
2024-09-02 16:26:37,687/100,868.6,-124,-1564,0,6,M0CW336
2024-09-02 16:40:46,688/51,868.0,-126,396,0,4,M0CW137
2024-09-02 16:41:38,688/100,868.0,-128,395,0,4,M0CW137
