,,0,0,0
2024-09-02 12:17:52,2024-09-02 15:05:56,5,5,1.0
2024-09-02 15:47:57,2024-09-02 18:36:00,5,5,1.0
2024-09-02 19:18:01,2024-09-02 22:06:05,5,5,1.0
2024-09-02 22:48:06,2024-09-03 01:36:09,5,5,1.0
2024-09-03 02:18:10,2024-09-03 05:06:14,5,5,1.0
2024-09-03 05:48:15,2024-09-03 08:36:18,5,5,1.0
