2024-07-25 19:51:36,89,865.9,-110,523,-17,5,4/5
2024-07-25 19:51:45,90,865.9,-116,524,-11,5,4/5
2024-07-25 19:51:54,91,865.9,-109,522,-21,5,4/5
2024-07-25 19:52:12,93,865.9,-113,531,-20,5,4/5
2024-07-25 19:52:30,95,865.9,-115,524,-13,5,4/5
2024-07-25 19:52:39,96,865.9,-108,536,-20,5,4/5
2024-07-25 19:52:48,97,865.9,-117,533,-9,5,4/5
2024-07-25 19:52:57,98,865.9,-115,529,-11,5,4/5
2024-07-25 19:53:06,99,865.9,-111,524,-6,5,4/5
2024-07-25 19:53:15,100,865.9,-116,534,-14,5,4/5
2024-07-25 19:53:24,101,865.9,-113,525,-19,5,4/5
2024-07-25 19:53:33,102,865.9,-113,552,-19,5,4/5
2024-07-25 19:53:42,103,865.9,-116,525,-9,5,4/5
2024-07-25 19:53:51,104,865.9,-107,529,-19,5,4/5
2024-07-25 19:54:09,106,865.9,-114,528,-8,5,4/5
2024-07-25 19:54:18,107,865.9,-108,524,-18,5,4/5
2024-07-25 19:54:28,108,865.9,-115,526,-7,5,4/5
2024-07-25 19:54:37,109,865.9,-111,523,-18,5,4/5
2024-07-25 19:55:04,112,865.9,-110,521,-21,5,4/5
2024-07-25 19:55:13,113,865.9,-115,530,-3,5,4/5
2024-07-25 19:55:22,114,865.9,-114,521,-19,5,4/5
2024-07-25 19:55:58,118,865.9,-114,526,-14,5,4/5
2024-07-25 19:56:25,121,865.9,-120,0,-10,5,4/5
2024-07-25 19:57:56,131,865.9,-112,529,-18,5,4/5
2024-07-25 19:58:41,136,865.9,-117,0,-18,5,4/5
2024-07-25 19:59:17,140,865.9,-112,532,-21,5,4/5
2024-07-25 20:01:33,155,865.9,-116,528,-25,5,4/5
2024-07-25 20:01:51,157,865.9,-116,525,-10,5,4/5
2024-07-25 20:05:55,184,865.9,-114,519,-14,5,4/5
