2024-06-25 17:59:53,1,865.9,-83
2024-06-25 18:05:43,1,866.3,-87
2024-06-25 18:42:25,1,865.7,-81
2024-06-25 19:08:17,2,865.9,-83
2024-06-25 19:22:27,2,866.3,-85
2024-06-25 19:25:48,3,866.3,-85
2024-06-25 19:52:29,4,866.3,-85
2024-06-25 20:10:50,1,866.1,-84
2024-06-25 20:31:41,3,865.9,-83
2024-06-25 21:40:54,2,866.1,-83
2024-06-25 22:30:07,3,866.1,-85
2024-06-25 22:53:28,4,865.9,-83
2024-06-25 22:58:28,2,865.7,-83
2024-06-25 23:16:49,4,866.1,-84
2024-06-25 23:22:40,5,865.9,-84
2024-06-26 00:13:32,6,865.9,-85
2024-06-26 00:20:13,5,866.3,-85
2024-06-26 00:51:04,7,865.9,-84
2024-06-26 01:11:05,3,865.7,-83
2024-06-26 03:46:13,8,865.9,-84
2024-06-26 03:58:44,5,866.1,-84
2024-06-26 04:27:05,4,865.7,-83
2024-06-26 05:03:47,9,865.9,-85
2024-06-26 05:05:27,6,866.3,-85
2024-06-26 05:22:58,10,865.9,-84
2024-06-26 05:39:39,11,865.9,-85
2024-06-26 06:02:10,5,865.7,-83
2024-06-26 06:48:52,12,865.9,-85
2024-06-26 07:02:13,7,866.3,-85
2024-06-26 07:16:24,8,866.3,-85
2024-06-26 07:58:56,6,866.1,-90
2024-06-26 08:08:57,9,866.3,-87
2024-06-26 08:10:37,10,866.3,-86
2024-06-26 08:28:58,13,865.9,-85
2024-06-26 08:33:08,6,865.7,-86
2024-06-26 09:17:20,7,866.1,-85
2024-06-26 09:22:20,8,866.1,-86
2024-06-26 10:44:04,7,865.7,-83
2024-06-26 11:02:25,14,865.9,-85
2024-06-26 11:10:46,15,865.9,-88
2024-06-26 11:34:57,9,866.1,-88
2024-06-26 11:50:48,10,866.1,-89
2024-06-26 11:57:28,8,865.7,-90
2024-06-26 12:37:30,11,866.3,-86
2024-06-26 12:39:10,12,866.3,-87
2024-06-26 12:53:21,11,866.1,-88
2024-06-26 13:06:42,13,866.3,-85
2024-06-26 14:01:45,12,866.1,-87
2024-06-26 14:03:25,13,866.1,-86
2024-06-26 14:11:45,9,865.7,-85
2024-06-26 14:17:35,10,865.7,-84
2024-06-26 14:57:37,16,865.9,-85
2024-06-26 15:05:58,14,866.3,-85
2024-06-26 15:11:48,17,865.9,-85
2024-06-26 15:23:29,15,866.3,-89
2024-06-26 15:29:19,14,866.1,-85
2024-06-26 15:53:30,16,866.3,-87
2024-06-26 16:00:11,15,866.1,-91
2024-06-26 16:01:51,17,866.3,-89
2024-06-26 16:51:53,11,865.7,-84
2024-06-26 17:18:35,12,865.7,-85
2024-06-26 17:23:35,18,865.9,-85
2024-06-26 17:41:06,13,865.7,-86
2024-06-26 17:42:46,16,866.1,-88
2024-06-26 17:44:26,18,866.3,-91
2024-06-26 18:14:27,17,866.1,-85
2024-06-26 18:35:19,19,866.3,-86
2024-06-26 19:04:30,19,865.9,-85
2024-06-26 19:06:10,18,866.1,-85
2024-06-26 19:52:02,19,866.1,-85
2024-06-26 20:22:04,20,866.1,-87
2024-06-26 21:11:16,14,865.7,-85
2024-06-26 21:16:17,20,866.3,-87
2024-06-26 22:36:21,15,865.7,-85
2024-06-26 23:22:13,21,866.3,-87
2024-06-26 23:29:44,20,865.9,-86
2024-06-26 23:32:14,22,866.3,-87
2024-06-26 23:35:34,21,866.1,-87
2024-06-26 23:37:14,22,866.1,-88
2024-06-27 00:41:27,23,866.1,-86
2024-06-27 00:43:07,23,866.3,-88
