DR10,2024-09-02 12:04:22,1125/2/20,868.6,-127,-1609,0,6,1/3
DR10,2024-09-02 12:05:09,1125/2/51,868.6,-119,-1613,0,6,1/3
UNKNOWN CODING RATE M0CW336,2024-09-02 12:06:36,1125/2/20,868.6,-120,-1607,0,6,5/6
UNKNOWN CODING RATE M0CW336,2024-09-02 12:07:22,1125/2/51,868.6,-122,-1608,0,6,5/6
UNKNOWN CODING RATE M0CW336,2024-09-02 12:08:07,1125/2/100,868.6,-120,-1611,0,6,5/6
DR11,2024-09-02 12:08:51,1125/2/20,868.6,-120,-1610,0,6,4/6
DR11,2024-09-02 12:09:37,1125/2/51,868.6,-119,-1593,0,6,4/6
DR11,2024-09-02 12:10:23,1125/2/100,868.6,-119,-1610,0,6,4/6
UNKNOWN CODING RATE M0CW336,2024-09-02 12:11:06,1125/2/20,868.6,-119,-1609,0,6,4/8
UNKNOWN CODING RATE M0CW336,2024-09-02 12:11:53,1125/2/51,868.6,-121,-1603,0,6,4/8
DR10,2024-09-02 12:13:22,1125/2/20,868.6,-121,-1614,0,6,1/3
DR10,2024-09-02 12:14:09,1125/2/51,868.6,-119,-1603,0,6,1/3
DR0,2024-09-02 12:15:36,1125/2/20,865.9,-115,437,-4,5,4/5
DR0,2024-09-02 12:16:22,1125/2/51,865.9,-116,437,-3,5,4/5
DR0,2024-09-02 12:17:06,1125/2/20,865.9,-117,437,-4,5,4/6
DR0,2024-09-02 12:17:52,1125/2/51,865.9,-116,437,-4,5,4/6
DR0,2024-09-02 12:18:36,1125/2/20,865.9,-117,437,-4,5,4/7
DR0,2024-09-02 12:19:23,1125/2/51,865.9,-116,437,-6,5,4/7
DR0,2024-09-02 12:20:07,1125/2/20,865.9,-116,437,-6,5,4/8
DR0,2024-09-02 12:20:53,1125/2/51,865.9,-117,0,-4,5,4/8
UNKNOWN CODING RATE ON M0CW137,2024-09-02 12:21:36,1126/2/20,868.0,-120,350,0,4,5/6
UNKNOWN CODING RATE ON M0CW137,2024-09-02 12:22:22,1126/2/51,868.0,-123,335,0,4,5/6
UNKNOWN CODING RATE ON M0CW137,2024-09-02 12:23:08,1126/2/100,868.0,-122,349,0,4,5/6
DR9,2024-09-02 12:23:51,1126/2/20,868.0,-123,346,0,4,4/6
DR9,2024-09-02 12:25:24,1126/2/100,868.0,-124,348,0,4,4/6
UNKNOWN CODING RATE ON M0CW137,2024-09-02 12:26:07,1126/2/20,868.0,-127,355,0,4,4/8
UNKNOWN CODING RATE ON M0CW137,2024-09-02 12:26:53,1126/2/51,868.0,-129,350,0,4,4/8
DR8,2024-09-02 12:28:22,1126/2/20,868.0,-121,352,0,4,1/3
DR8,2024-09-02 12:29:09,1126/2/51,868.0,-121,351,0,4,1/3
UNKNOWN CODING RATE ON M0CW137,2024-09-02 12:30:36,1126/2/20,868.0,-120,352,0,4,5/6
UNKNOWN CODING RATE ON M0CW137,2024-09-02 12:31:22,1126/2/51,868.0,-121,359,0,4,5/6
UNKNOWN CODING RATE ON M0CW137,2024-09-02 12:32:08,1126/2/100,868.0,-120,354,0,4,5/6
DR9,2024-09-02 12:32:51,1126/2/20,868.0,-119,349,0,4,4/6
DR9,2024-09-02 12:33:37,1126/2/51,868.0,-120,353,0,4,4/6
UNKNOWN CODING RATE ON M0CW137,2024-09-02 12:35:07,1126/2/20,868.0,-120,354,0,4,4/8
UNKNOWN CODING RATE ON M0CW137,2024-09-02 12:35:53,1126/2/51,868.0,-122,352,0,4,4/8
DR8,2024-09-02 12:37:23,1126/2/20,868.0,-120,356,0,4,1/3
DR8,2024-09-02 12:38:10,1126/2/51,868.0,-118,356,0,4,1/3
UNKNOWN CODING RATE M0CW336,2024-09-02 12:40:22,1126/2/51,868.6,-123,-1602,0,6,5/6
UNKNOWN CODING RATE M0CW336,2024-09-02 12:41:08,1126/2/100,868.6,-123,-1602,0,6,5/6
DR11,2024-09-02 12:41:51,1126/2/20,868.6,-124,-1598,0,6,4/6
DR11,2024-09-02 12:42:38,1126/2/51,868.6,-125,-1604,0,6,4/6
DR11,2024-09-02 12:43:24,1126/2/100,868.6,-123,-1600,0,6,4/6
