4b24ff2,DR8,2024-07-05 09:01:52,186#################,868.0,-134
3b24ff2,DR0,2024-07-05 09:01:59,21/8################,866.3,-85
4b24ff2,DR8,2024-07-05 09:02:01,187#################,868.0,-132
4b24ff2,DR9,2024-07-05 09:02:03,187#################,868.0,-135
4b24ff2,DR0,2024-07-05 09:02:15,188#################,865.9,-116
4b24ff2,DR8,2024-07-05 09:02:19,189#################,868.0,-135
2b24ff2,DR2,2024-07-05 09:02:36,59/14###############,865.7,-97
4b24ff2,DR8,2024-07-05 09:02:37,191#################,868.0,-132
3b24ff2,DR2,2024-07-05 09:02:47,24/2################,866.1,-91
4b24ff2,DR8,2024-07-05 09:03:13,195#################,868.0,-133
2b24ff2,DR2,2024-07-05 09:03:26,57/8################,865.9,-112
3b24ff2,DR5,2024-07-05 09:03:37,25/2################,866.3,-93
4b24ff2,DR8,2024-07-05 09:03:49,199#################,868.0,-140
4b24ff2,DR8,2024-07-05 09:03:58,200#################,868.0,-136
4b24ff2,DR8,2024-07-05 09:04:07,201#################,868.0,-132
4b24ff2,DR8,2024-07-05 09:04:17,202#################,868.0,-132
2b24ff2,DR1,2024-07-05 09:04:17,46/14###############,866.1,-109
4b24ff2,DR9,2024-07-05 09:04:19,202#################,868.0,-134
4b24ff2,DR8,2024-07-05 09:04:26,203#################,868.0,-123
4b24ff2,DR9,2024-07-05 09:04:28,203#################,868.0,-126
4b24ff2,DR8,2024-07-05 09:04:35,204#################,868.0,-129
4b24ff2,DR9,2024-07-05 09:04:37,204#################,868.0,-126
4b24ff2,DR0,2024-07-05 09:04:40,204#################,865.9,-111
4b24ff2,DR8,2024-07-05 09:04:44,205#################,868.0,-130
4b24ff2,DR9,2024-07-05 09:04:46,205#################,868.0,-129
4b24ff2,DR0,2024-07-05 09:04:49,205#################,865.9,-114
4b24ff2,DR8,2024-07-05 09:04:53,206#################,868.0,-133
4b24ff2,DR9,2024-07-05 09:04:55,206#################,868.0,-127
4b24ff2,DR0,2024-07-05 09:04:58,206#################,865.9,-118
4b24ff2,DR8,2024-07-05 09:05:02,207#################,868.0,-136
4b24ff2,DR0,2024-07-05 09:05:07,207#################,865.9,-113
4b24ff2,DR8,2024-07-05 09:05:11,208#################,868.0,-122
4b24ff2,DR9,2024-07-05 09:05:13,208#################,868.0,-125
3b24ff2,DR8,2024-07-05 09:05:20,82/14###############,868.0,-77
4b24ff2,DR8,2024-07-05 09:05:29,210#################,868.0,-132
4b24ff2,DR8,2024-07-05 09:05:38,211#################,868.0,-138
4b24ff2,DR8,2024-07-05 09:05:56,213#################,868.0,-134
4b24ff2,DR9,2024-07-05 09:05:58,213#################,868.0,-132
4b24ff2,DR8,2024-07-05 09:06:05,214#################,868.0,-135
3b24ff2,DR10,2024-07-05 09:06:10,76/8################,868.6,-82
4b24ff2,DR8,2024-07-05 09:06:32,217#################,868.0,-136
4b24ff2,DR8,2024-07-05 09:06:41,218#################,868.0,-135
2b24ff2,DR10,2024-07-05 09:06:49,209/2###############,868.6,-117
4b24ff2,DR8,2024-07-05 09:06:50,219#################,868.0,-134
3b24ff2,DR2,2024-07-05 09:06:58,20/8################,866.3,-86
4b24ff2,DR8,2024-07-05 09:07:08,221#################,868.0,-135
4b24ff2,DR8,2024-07-05 09:07:18,222#################,868.0,-135
4b24ff2,DR9,2024-07-05 09:07:19,222#################,868.0,-136
4b24ff2,DR8,2024-07-05 09:07:36,224#################,868.0,-132
3b24ff2,DR2,2024-07-05 09:07:48,25/2################,866.1,-91
2b24ff2,DR10,2024-07-05 09:08:29,204/14##############,868.6,-103
4b24ff2,DR8,2024-07-05 09:08:39,231#################,868.0,-138
3b24ff2,DR9,2024-07-05 09:08:39,90/8################,868.0,-82
2b24ff2,DR8,2024-07-05 09:09:19,208/2###############,868.0,-114
4b24ff2,DR8,2024-07-05 09:09:24,236#################,868.0,-131
3b24ff2,DR0,2024-07-05 09:09:29,24/8################,866.1,-84
