DR5,2024-07-26 15:15:29,868.1
DR5,2024-07-26 15:15:29,868.5
DR0,2024-07-26 15:15:29,868.5
DR5,2024-07-26 15:15:29,868.1
DR5,2024-07-26 15:15:29,868.5
DR5,2024-07-26 15:15:29,868.5
DR5,2024-07-26 15:15:30,868.3
DR5,2024-07-26 15:15:30,868.3
DR5,2024-07-26 15:15:30,868.5
DR5,2024-07-26 15:15:32,868.3
DR5,2024-07-26 15:15:34,868.5
DR5,2024-07-26 15:15:34,868.3
DR5,2024-07-26 15:15:34,868.5
DR5,2024-07-26 15:15:35,867.7
DR5,2024-07-26 15:15:35,868.5
DR5,2024-07-26 15:15:35,868.5
DR5,2024-07-26 15:15:35,868.5
DR5,2024-07-26 15:15:35,868.5
DR0,2024-07-26 15:15:36,865.3
DR5,2024-07-26 15:15:36,867.9
DR4,2024-07-26 15:15:36,868.5
DR0,2024-07-26 15:15:36,868.3
DR5,2024-07-26 15:15:36,868.5
DR5,2024-07-26 15:15:37,868.5
DR5,2024-07-26 15:15:38,868.1
DR5,2024-07-26 15:15:38,868.1
DR0,2024-07-26 15:15:39,867.9
DR5,2024-07-26 15:15:39,868.5
DR5,2024-07-26 15:15:39,868.5
DR8,2024-07-26 15:15:40,868.0
DR0,2024-07-26 15:15:43,868.3
DR5,2024-07-26 15:15:45,868.1
DR5,2024-07-26 15:15:46,868.3
DR5,2024-07-26 15:15:46,868.5
DR5,2024-07-26 15:15:46,868.5
DR5,2024-07-26 15:15:46,868.5
DR5,2024-07-26 15:15:47,868.5
DR5,2024-07-26 15:15:47,868.1
DR5,2024-07-26 15:15:47,868.5
DR5,2024-07-26 15:15:47,868.5
DR0,2024-07-26 15:15:48,868.1
DR5,2024-07-26 15:15:48,868.3
DR5,2024-07-26 15:15:49,868.5
DR4,2024-07-26 15:15:50,868.5
DR5,2024-07-26 15:15:50,868.5
DR5,2024-07-26 15:15:50,868.5
DR5,2024-07-26 15:15:50,868.5
DR0,2024-07-26 15:15:51,865.3
DR5,2024-07-26 15:15:51,868.5
DR5,2024-07-26 15:15:51,868.5
DR5,2024-07-26 15:15:51,868.5
DR5,2024-07-26 15:15:51,868.5
DR5,2024-07-26 15:15:51,868.5
DR5,2024-07-26 15:15:52,868.5
DR5,2024-07-26 15:15:53,868.5
DR0,2024-07-26 15:15:53,868.1
DR5,2024-07-26 15:15:53,868.5
DR5,2024-07-26 15:15:54,868.5
DR5,2024-07-26 15:15:54,868.5
DR5,2024-07-26 15:15:54,868.5
DR5,2024-07-26 15:15:54,868.1
DR5,2024-07-26 15:15:55,868.1
DR5,2024-07-26 15:15:55,868.1
DR5,2024-07-26 15:15:55,868.1
DR5,2024-07-26 15:15:55,868.3
DR5,2024-07-26 15:15:55,868.1
DR4,2024-07-26 15:15:56,866.1
DR5,2024-07-26 15:15:56,868.5
DR0,2024-07-26 15:15:56,868.1
DR5,2024-07-26 15:15:56,865.1
DR5,2024-07-26 15:15:57,868.1
DR5,2024-07-26 15:15:57,868.1
DR2,2024-07-26 15:15:58,868.5
DR0,2024-07-26 15:15:58,868.3
DR5,2024-07-26 15:15:58,868.5
DR1,2024-07-26 15:15:58,865.5
DR5,2024-07-26 15:15:58,868.3
DR5,2024-07-26 15:15:58,866.3
DR5,2024-07-26 15:15:59,868.5
DR5,2024-07-26 15:15:59,868.5
DR5,2024-07-26 15:15:59,868.5
DR5,2024-07-26 15:15:59,868.5
DR5,2024-07-26 15:16:00,868.5
DR5,2024-07-26 15:16:03,868.5
DR5,2024-07-26 15:16:03,868.5
DR4,2024-07-26 15:16:05,868.5
DR5,2024-07-26 15:16:06,868.5
DR5,2024-07-26 15:16:07,868.5
DR5,2024-07-26 15:16:10,868.3
DR2,2024-07-26 15:16:10,867.7
DR2,2024-07-26 15:16:11,867.9
DR5,2024-07-26 15:16:12,868.5
DR5,2024-07-26 15:16:12,867.7
DR5,2024-07-26 15:16:13,868.5
DR5,2024-07-26 15:16:13,868.5
DR5,2024-07-26 15:16:13,868.5
DR5,2024-07-26 15:16:14,868.5
DR5,2024-07-26 15:16:14,868.5
DR5,2024-07-26 15:16:14,868.5
DR5,2024-07-26 15:16:14,868.5
DR3,2024-07-26 15:16:14,865.9
DR5,2024-07-26 15:16:16,868.5
DR3,2024-07-26 15:16:18,868.3
DR5,2024-07-26 15:16:20,868.3
DR5,2024-07-26 15:16:20,868.5
DR1,2024-07-26 15:16:21,865.5
DR5,2024-07-26 15:16:22,868.1
DR5,2024-07-26 15:16:22,868.1
DR5,2024-07-26 15:16:22,868.1
DR5,2024-07-26 15:16:23,868.3
DR5,2024-07-26 15:16:23,868.1
DR5,2024-07-26 15:16:23,868.3
DR5,2024-07-26 15:16:23,868.5
DR5,2024-07-26 15:16:23,868.5
DR5,2024-07-26 15:16:26,868.3
DR5,2024-07-26 15:16:26,865.1
DR5,2024-07-26 15:16:26,868.3
DR5,2024-07-26 15:16:26,868.5
DR5,2024-07-26 15:16:27,868.5
DR5,2024-07-26 15:16:27,868.5
DR8,2024-07-26 15:16:27,868.0
DR5,2024-07-26 15:16:27,868.5
DR3,2024-07-26 15:16:28,867.7
DR5,2024-07-26 15:16:28,868.5
DR0,2024-07-26 15:16:30,868.5
DR5,2024-07-26 15:16:30,868.1
DR5,2024-07-26 15:16:31,868.3
DR5,2024-07-26 15:16:32,868.5
DR5,2024-07-26 15:16:32,868.1
DR5,2024-07-26 15:16:32,868.1
DR5,2024-07-26 15:16:33,867.7
DR5,2024-07-26 15:16:33,868.1
