4b24ff2,DR0,2024-07-04 19:10:30,###########  ,868.3,-83
4b24ff2,DR8,2024-07-04 19:10:34,1###################,868.0,-75
4b24ff2,DR9,2024-07-04 19:10:36,1###################,868.0,-91
4b24ff2,DR0,2024-07-04 19:10:39,1###################,865.9,-88
4b24ff2,DR8,2024-07-04 19:10:43,2###################,868.0,-81
4b24ff2,DR9,2024-07-04 19:10:45,2###################,868.0,-78
4b24ff2,DR0,2024-07-04 19:10:48,2###################,865.9,-86
4b24ff2,DR8,2024-07-04 19:10:52,3###################,868.0,-93
4b24ff2,DR9,2024-07-04 19:10:54,3###################,868.0,-84
4b24ff2,DR0,2024-07-04 19:10:57,3###################,865.9,-89
4b24ff2,DR8,2024-07-04 19:11:01,4###################,868.0,-93
4b24ff2,DR9,2024-07-04 19:11:03,4###################,868.0,-85
2b24ff2,DR0,2024-07-04 19:11:05,46/8################,866.3,-108
4b24ff2,DR0,2024-07-04 19:11:06,4###################,865.9,-84
4b24ff2,DR8,2024-07-04 19:11:10,5###################,868.0,-87
4b24ff2,DR9,2024-07-04 19:11:12,5###################,868.0,-84
3b24ff2,DR3,2024-07-04 19:11:14,12/8################,866.1,-78
4b24ff2,DR0,2024-07-04 19:11:15,5###################,865.9,-90
4b24ff2,DR8,2024-07-04 19:11:19,6###################,868.0,-92
4b24ff2,DR9,2024-07-04 19:11:21,6###################,868.0,-84
4b24ff2,DR0,2024-07-04 19:11:24,6###################,865.9,-79
4b24ff2,DR8,2024-07-04 19:11:28,7###################,868.0,-88
4b24ff2,DR9,2024-07-04 19:11:31,7###################,868.0,-84
4b24ff2,DR0,2024-07-04 19:11:33,7###################,865.9,-85
4b24ff2,DR8,2024-07-04 19:11:37,8###################,868.0,-83
4b24ff2,DR9,2024-07-04 19:11:39,8###################,868.0,-93
4b24ff2,DR0,2024-07-04 19:11:42,8###################,865.9,-84
4b24ff2,DR8,2024-07-04 19:11:46,9###################,868.0,-78
4b24ff2,DR9,2024-07-04 19:11:48,9###################,868.0,-71
4b24ff2,DR0,2024-07-04 19:11:51,9###################,865.9,-74
4b24ff2,DR8,2024-07-04 19:11:55,10##################,868.0,-75
4b24ff2,DR9,2024-07-04 19:11:57,10##################,868.0,-73
4b24ff2,DR0,2024-07-04 19:12:00,10##################,865.9,-75
4b24ff2,DR8,2024-07-04 19:12:04,11##################,868.0,-77
3b24ff2,DR0,2024-07-04 19:12:06,19/2################,866.3,-86
4b24ff2,DR9,2024-07-04 19:12:06,11##################,868.0,-72
4b24ff2,DR0,2024-07-04 19:12:09,11##################,865.9,-72
4b24ff2,DR8,2024-07-04 19:12:13,12##################,868.0,-76
4b24ff2,DR9,2024-07-04 19:12:15,12##################,868.0,-67
4b24ff2,DR0,2024-07-04 19:12:18,12##################,865.9,-73
4b24ff2,DR8,2024-07-04 19:12:22,13##################,868.0,-74
4b24ff2,DR9,2024-07-04 19:12:24,13##################,868.0,-73
4b24ff2,DR0,2024-07-04 19:12:27,13##################,865.9,-77
4b24ff2,DR8,2024-07-04 19:12:31,14##################,868.0,-75
4b24ff2,DR9,2024-07-04 19:12:33,14##################,868.0,-75
4b24ff2,DR0,2024-07-04 19:12:36,14##################,865.9,-76
4b24ff2,DR8,2024-07-04 19:12:41,15##################,868.0,-75
4b24ff2,DR9,2024-07-04 19:12:42,15##################,868.0,-77
2b24ff2,DR9,2024-07-04 19:12:45,164/2###############,868.0,-129
4b24ff2,DR0,2024-07-04 19:12:45,15##################,865.9,-78
4b24ff2,DR8,2024-07-04 19:12:50,16##################,868.0,-73
4b24ff2,DR9,2024-07-04 19:12:51,16##################,868.0,-75
3b24ff2,DR2,2024-07-04 19:12:54,18/14###############,865.7,-75
4b24ff2,DR0,2024-07-04 19:12:54,16##################,865.9,-72
4b24ff2,DR8,2024-07-04 19:12:59,17##################,868.0,-75
4b24ff2,DR0,2024-07-04 19:13:03,17##################,865.9,-77
4b24ff2,DR8,2024-07-04 19:13:08,18##################,868.0,-81
4b24ff2,DR9,2024-07-04 19:13:10,18##################,868.0,-85
4b24ff2,DR0,2024-07-04 19:13:13,18##################,865.9,-84
4b24ff2,DR8,2024-07-04 19:13:17,19##################,868.0,-75
4b24ff2,DR9,2024-07-04 19:13:19,19##################,868.0,-76
4b24ff2,DR0,2024-07-04 19:13:22,19##################,865.9,-87
4b24ff2,DR8,2024-07-04 19:13:25,20##################,868.0,-86
4b24ff2,DR9,2024-07-04 19:13:28,20##################,868.0,-91
4b24ff2,DR0,2024-07-04 19:13:31,20##################,865.9,-91
4b24ff2,DR8,2024-07-04 19:13:35,21##################,868.0,-88
2b24ff2,DR9,2024-07-04 19:13:35,161/8###############,868.0,-120
4b24ff2,DR9,2024-07-04 19:13:37,21##################,868.0,-89
4b24ff2,DR0,2024-07-04 19:13:40,21##################,865.9,-100
4b24ff2,DR8,2024-07-04 19:13:44,22##################,868.0,-97
3b24ff2,DR9,2024-07-04 19:13:46,65/8################,868.0,-76
4b24ff2,DR0,2024-07-04 19:13:49,22##################,865.9,-97
4b24ff2,DR8,2024-07-04 19:13:53,23##################,868.0,-98
4b24ff2,DR9,2024-07-04 19:13:55,23##################,868.0,-100
4b24ff2,DR0,2024-07-04 19:13:58,23##################,865.9,-107
4b24ff2,DR8,2024-07-04 19:14:02,24##################,868.0,-104
4b24ff2,DR9,2024-07-04 19:14:04,24##################,868.0,-104
4b24ff2,DR0,2024-07-04 19:14:07,24##################,865.9,-113
4b24ff2,DR8,2024-07-04 19:14:11,25##################,868.0,-101
4b24ff2,DR9,2024-07-04 19:14:13,25##################,868.0,-104
4b24ff2,DR8,2024-07-04 19:14:20,26##################,868.0,-113
4b24ff2,DR9,2024-07-04 19:14:22,26##################,868.0,-107
4b24ff2,DR0,2024-07-04 19:14:25,26##################,865.9,-113
4b24ff2,DR8,2024-07-04 19:14:30,27##################,868.0,-109
4b24ff2,DR9,2024-07-04 19:14:31,27##################,868.0,-113
4b24ff2,DR0,2024-07-04 19:14:34,27##################,865.9,-110
3b24ff2,DR11,2024-07-04 19:14:36,63/14###############,868.6,-71
4b24ff2,DR8,2024-07-04 19:14:38,28##################,868.0,-109
4b24ff2,DR9,2024-07-04 19:14:40,28##################,868.0,-107
4b24ff2,DR0,2024-07-04 19:14:43,28##################,865.9,-106
4b24ff2,DR8,2024-07-04 19:14:47,29##################,868.0,-98
4b24ff2,DR9,2024-07-04 19:14:49,29##################,868.0,-96
4b24ff2,DR0,2024-07-04 19:14:52,29##################,865.9,-111
4b24ff2,DR8,2024-07-04 19:14:56,30##################,868.0,-103
4b24ff2,DR9,2024-07-04 19:14:58,30##################,868.0,-120
4b24ff2,DR8,2024-07-04 19:15:05,31##################,868.0,-123
4b24ff2,DR0,2024-07-04 19:15:10,31##################,865.9,-117
2b24ff2,DR2,2024-07-04 19:15:14,62/8################,866.1,-116
4b24ff2,DR0,2024-07-04 19:15:19,32##################,865.9,-118
3b24ff2,DR4,2024-07-04 19:15:24,13/8################,866.3,-79
4b24ff2,DR8,2024-07-04 19:15:33,34##################,868.0,-125
4b24ff2,DR8,2024-07-04 19:15:41,35##################,868.0,-127
