DR10,2024-07-25 08:49:43,102/2,868.6,-105,-1670,0,6
DR9,2024-07-25 08:50:32,98/2,868.0,-108,283,0,4
DR6,2024-07-25 08:51:20,109/8,866.1,-102,0,3,8
DR2,2024-07-25 08:53:00,27/2,866.1,-111,366,2,6
DR11,2024-07-25 08:55:32,102/2,868.6,-103,-1670,0,6
DR11,2024-07-25 08:56:22,103/2,868.6,-104,-1632,0,6
DR5,2024-07-25 08:57:10,14/14,865.7,-97,355,0,4
DR6,2024-07-25 08:58:50,113/14,866.1,-102,0,5,8
DR0,2024-07-25 08:59:42,24/2,866.1,-111,374,-2,6
DR2,2024-07-25 09:00:31,36/2,865.9,-110,367,2,5
DR6,2024-07-25 09:02:10,114/14,866.1,-99,0,9,8
DR8,2024-07-25 09:03:03,95/14,868.0,-96,280,0,4
DR8,2024-07-25 09:03:53,106/8,868.0,-100,276,0,4
DR11,2024-07-25 09:04:42,103/14,868.6,-92,-1652,0,6
DR11,2024-07-25 09:05:32,104/14,868.6,-93,-1671,0,6
DR11,2024-07-25 09:06:22,104/2,868.6,-105,-1675,0,6
DR1,2024-07-25 09:07:12,23/8,865.9,-105,370,8,5
DR3,2024-07-25 09:08:01,23/8,865.9,-103,363,1,5
DR2,2024-07-25 09:08:51,20/8,866.1,-107,365,5,6
DR9,2024-07-25 09:09:43,81/8,868.0,-101,277,0,4
DR10,2024-07-25 09:10:34,95/8,868.6,-97,-1670,0,6
DR9,2024-07-25 09:11:23,99/2,868.0,-108,281,0,4
DR8,2024-07-25 09:12:14,108/2,868.0,-108,276,0,4
DR8,2024-07-25 09:13:04,107/8,868.0,-101,276,0,4
DR3,2024-07-25 09:13:51,28/8,866.1,-105,360,9,6
