2024-09-03 03:12:41,703/51,868.6,-126,-1591,0,6
2024-09-03 03:43:30,704/20,868.6,-123,-1591,0,6
2024-09-03 03:44:22,704/51,868.6,-123,-1589,0,6
2024-09-03 03:51:50,704/20,868.6,-126,-1590,0,6
2024-09-03 03:52:42,704/51,868.6,-123,-1593,0,6
2024-09-03 04:23:30,705/20,868.6,-125,-1589,0,6
2024-09-03 04:24:22,705/51,868.6,-124,-1597,0,6
2024-09-03 04:31:51,705/20,868.6,-125,-1592,0,6
2024-09-03 04:32:43,705/51,868.6,-124,-1591,0,6
2024-09-03 05:03:31,706/20,868.6,-123,-1593,0,6
2024-09-03 05:04:23,706/51,868.6,-124,-1598,0,6
2024-09-03 05:11:51,706/20,868.6,-126,-1598,0,6
2024-09-03 05:12:44,706/51,868.6,-124,-1594,0,6
2024-09-03 05:43:32,707/20,868.6,-124,-1595,0,6
2024-09-03 05:44:24,707/51,868.6,-125,-1598,0,6
2024-09-03 05:51:52,707/20,868.6,-126,-1592,0,6
2024-09-03 05:52:44,707/51,868.6,-124,-1597,0,6
2024-09-03 06:23:33,708/20,868.6,-123,-1593,0,6
2024-09-03 06:24:25,708/51,868.6,-123,-1589,0,6
2024-09-03 06:31:53,708/20,868.6,-123,-1589,0,6
2024-09-03 06:32:45,708/51,868.6,-123,-1589,0,6
2024-09-03 07:04:26,709/51,868.6,-125,-1594,0,6
2024-09-03 07:11:54,709/20,868.6,-123,-1593,0,6
2024-09-03 07:12:46,709/51,868.6,-127,-1592,0,6
2024-09-03 07:43:34,710/20,868.6,-124,-1597,0,6
2024-09-03 07:44:26,710/51,868.6,-125,-1588,0,6
2024-09-03 07:51:54,710/20,868.6,-131,-1595,0,6
2024-09-03 07:52:47,710/51,868.6,-126,-1592,0,6
2024-09-03 08:23:35,711/20,868.6,-127,-1597,0,6
2024-09-03 08:31:55,711/20,868.6,-133,-1595,0,6
2024-09-03 08:32:47,711/51,868.6,-130,-1598,0,6
2024-09-03 09:03:36,712/20,868.6,-134,-1570,0,6
2024-09-03 09:11:56,712/20,868.6,-130,-1600,0,6
2024-09-03 09:43:37,713/20,868.6,-129,-1601,0,6
2024-09-03 09:44:29,713/51,868.6,-125,-1621,0,6
2024-09-03 09:51:57,713/20,868.6,-126,-1604,0,6
2024-09-03 09:52:49,713/51,868.6,-126,-1608,0,6
2024-09-03 10:24:30,714/51,868.6,-128,-1607,0,6
2024-09-03 10:31:58,714/20,868.6,-131,-1601,0,6
2024-09-03 11:03:38,715/20,868.6,-124,-1605,0,6
2024-09-03 11:04:30,715/51,868.6,-127,-1600,0,6
2024-09-03 11:11:58,715/20,868.6,-137,-1577,0,6
2024-09-03 11:12:50,715/51,868.6,-131,-1615,0,6
