2024-09-02 12:26:07,1126/20,868.0,-127,355,0,4
2024-09-02 12:26:53,1126/51,868.0,-129,350,0,4
2024-09-02 12:35:07,1126/20,868.0,-120,354,0,4
2024-09-02 12:35:53,1126/51,868.0,-122,352,0,4
2024-09-02 13:08:08,1127/20,868.0,-118,361,0,4
2024-09-02 13:08:54,1127/51,868.0,-118,359,0,4
2024-09-02 13:17:08,1127/20,868.0,-120,363,0,4
2024-09-02 13:17:54,1127/51,868.0,-120,362,0,4
2024-09-02 13:50:08,1128/20,868.0,-120,359,0,4
2024-09-02 13:50:55,1128/51,868.0,-118,370,0,4
2024-09-02 13:59:09,1128/20,868.0,-120,362,0,4
2024-09-02 13:59:55,1128/51,868.0,-120,360,0,4
2024-09-02 14:32:09,1129/20,868.0,-120,365,0,4
2024-09-02 14:32:56,1129/51,868.0,-118,365,0,4
2024-09-02 14:41:10,1129/20,868.0,-128,366,0,4
2024-09-02 14:41:56,1129/51,868.0,-130,369,0,4
2024-09-02 15:14:10,1130/20,868.0,-129,368,0,4
2024-09-02 15:14:57,1130/51,868.0,-131,366,0,4
2024-09-02 15:23:57,1130/51,868.0,-128,367,0,4
2024-09-02 15:56:11,1131/20,868.0,-129,388,0,4
2024-09-02 15:56:58,1131/51,868.0,-128,367,0,4
2024-09-02 16:05:12,1131/20,868.0,-130,368,0,4
2024-09-02 16:05:58,1131/51,868.0,-130,363,0,4
2024-09-02 16:38:12,1132/20,868.0,-136,371,0,4
2024-09-02 16:38:58,1132/51,868.0,-134,371,0,4
2024-09-02 17:20:13,1133/20,868.0,-128,373,0,4
2024-09-02 17:29:13,1133/20,868.0,-129,369,0,4
2024-09-02 17:29:59,1133/51,868.0,-130,367,0,4
2024-09-02 18:02:14,1134/20,868.0,-127,373,0,4
2024-09-02 18:03:00,1134/51,868.0,-127,378,0,4
2024-09-02 18:11:14,1134/20,868.0,-127,376,0,4
2024-09-02 18:12:00,1134/51,868.0,-128,378,0,4
2024-09-02 18:44:15,1135/20,868.0,-127,379,0,4
2024-09-02 18:53:15,1135/20,868.0,-126,379,0,4
2024-09-02 18:54:01,1135/51,868.0,-126,374,0,4
2024-09-02 19:26:15,1136/20,868.0,-127,375,0,4
2024-09-02 19:27:02,1136/51,868.0,-126,374,0,4
2024-09-02 19:35:16,1136/20,868.0,-126,374,0,4
2024-09-02 19:36:02,1136/51,868.0,-128,370,0,4
2024-09-02 20:08:16,1137/20,868.0,-127,368,0,4
2024-09-02 20:09:03,1137/51,868.0,-127,366,0,4
2024-09-02 20:17:17,1137/20,868.0,-126,361,0,4
2024-09-02 20:18:03,1137/51,868.0,-127,357,0,4
2024-09-02 20:51:04,1138/51,868.0,-125,348,0,4
