2024-06-21 15:19:58,8,-102
2024-06-21 15:25:49,9,-102
2024-06-21 16:31:42,20,-103
2024-06-21 18:01:47,34,-107
2024-06-21 19:44:22,50,-105
2024-06-21 22:25:21,69,-110
2024-06-22 00:09:36,77,-111
2024-06-22 01:11:19,84,-111
2024-06-22 01:41:21,87,-108
2024-06-22 03:08:55,103,-103
2024-06-22 03:28:57,105,-110
2024-06-22 07:55:00,133,-107
2024-06-22 08:11:41,134,-107
2024-06-22 09:17:35,140,-100
2024-06-22 11:47:43,154,-108
2024-06-22 11:48:33,155,-112
2024-06-22 16:26:17,187,-109
2024-06-22 17:03:49,194,-108
2024-06-22 21:13:12,221,-105
2024-06-22 23:30:49,238,-101
2024-06-22 23:46:40,241,-106
2024-06-23 02:30:59,258,-102
2024-06-23 02:45:09,259,-108
2024-06-23 03:28:32,264,-102
2024-06-23 05:28:38,275,-108
2024-06-23 05:42:49,278,-105
2024-06-23 05:56:59,279,-104
2024-06-23 06:46:12,283,-108
2024-06-23 08:40:28,295,-111
2024-06-23 12:29:00,317,-104
2024-06-23 14:24:06,326,-105
2024-06-23 18:21:48,349,-110
2024-06-23 18:52:40,356,-105
2024-06-23 21:38:38,368,-96
2024-06-24 03:23:56,404,-96
2024-06-24 07:55:50,438,-100
2024-06-24 08:55:04,450,-103
