2024-06-25 22:40:09,1.0,10,10,2024-06-25 16:46:31
2024-06-26 04:10:26,1.0,13,13,2024-06-25 22:40:09
2024-06-26 09:54:04,1.0,10,10,2024-06-26 04:10:26
2024-06-26 15:48:32,1.0,11,11,2024-06-26 09:54:04
2024-06-26 21:38:00,1.0,16,16,2024-06-26 15:48:32
2024-06-27 03:11:37,1.0,11,11,2024-06-26 21:38:00
2024-06-27 08:49:24,1.0,12,12,2024-06-27 03:11:37
2024-06-28 21:30:26,0.07643312101910828,12,157,2024-06-28 16:00:09
2024-06-29 03:07:24,0.9285714285714286,13,14,2024-06-28 21:30:26
2024-06-29 08:46:01,1.0,18,18,2024-06-29 03:07:24
2024-07-01 22:57:09,1.0,13,13,2024-07-01 17:16:02
2024-07-02 05:18:18,1.0,14,14,2024-07-01 22:57:09
2024-07-02 10:51:55,1.0,13,13,2024-07-02 05:18:18
2024-07-02 16:32:13,1.0,17,17,2024-07-02 10:51:55
2024-07-03 00:15:06,1.0,12,12,2024-07-02 16:32:13
2024-07-03 05:55:24,1.0,11,11,2024-07-03 00:15:06
2024-07-03 11:28:11,1.0,9,9,2024-07-03 05:55:24
2024-07-03 17:07:38,1.0,16,16,2024-07-03 11:28:11
