2024-06-25 17:18:35,1,866.1,-116
2024-06-25 18:14:28,1,865.9,-116
2024-06-25 19:02:50,2,865.9,-115
2024-06-25 21:57:09,3,865.9,-117
2024-06-25 23:17:13,2,866.1,-115
2024-06-26 00:12:16,3,866.1,-116
2024-06-26 00:58:58,4,866.1,-115
2024-06-26 04:06:38,5,866.1,-116
2024-06-26 04:14:08,5,865.9,-117
2024-06-26 05:03:21,6,866.1,-117
2024-06-26 05:22:32,7,866.1,-116
2024-06-26 09:17:44,12,866.3,-103
2024-06-26 09:37:45,8,866.1,-108
2024-06-26 10:08:37,9,866.1,-102
2024-06-26 10:12:47,13,866.3,-99
2024-06-26 11:06:10,14,866.3,-105
2024-06-26 12:32:54,6,865.9,-111
2024-06-26 12:47:55,15,866.3,-101
2024-06-26 14:16:19,10,866.1,-104
2024-06-26 15:19:43,11,866.1,-111
2024-06-26 16:25:36,12,866.1,-103
2024-06-26 16:52:17,7,865.9,-109
2024-06-26 16:55:38,8,865.9,-110
2024-06-26 17:23:59,12,865.7,-100
2024-06-26 17:33:10,13,866.1,-106
2024-06-26 18:14:52,9,865.9,-117
2024-06-26 19:24:55,14,866.1,-118
2024-06-26 19:26:35,15,866.1,-119
2024-06-26 19:30:46,10,865.9,-116
2024-06-26 19:38:16,11,865.9,-113
2024-06-26 20:16:38,17,866.1,-117
2024-06-26 21:15:51,18,866.1,-118
2024-06-26 22:01:43,20,866.1,-117
2024-06-26 22:16:44,12,865.9,-117
2024-06-26 23:16:47,13,865.9,-117
2024-06-26 23:17:37,21,866.1,-117
2024-06-26 23:39:18,22,866.1,-115
2024-06-26 23:44:19,14,865.9,-117
2024-06-27 00:55:12,18,866.3,-105
2024-06-27 01:06:03,23,866.1,-116
2024-06-27 03:18:40,20,866.3,-106
2024-06-27 03:39:31,24,866.1,-117
2024-06-27 04:45:24,25,866.1,-116
2024-06-27 05:34:37,26,866.1,-114
2024-06-27 05:36:17,27,866.1,-116
2024-06-27 05:58:48,15,865.9,-118
2024-06-27 06:30:29,28,866.1,-111
2024-06-27 07:03:01,16,865.9,-114
2024-06-27 07:16:22,17,865.9,-117
2024-06-27 08:46:26,20,865.7,-97
2024-06-27 09:18:08,29,866.1,-107
2024-06-27 09:26:28,18,865.9,-96
2024-06-27 09:33:59,30,866.1,-106
2024-06-27 09:59:50,21,865.7,-99
2024-06-27 10:02:20,31,866.1,-99
2024-06-27 10:28:12,25,866.3,-99
2024-06-27 10:51:33,26,866.3,-99
2024-06-27 10:52:23,22,865.7,-97
2024-06-27 11:25:45,19,865.9,-103
2024-06-28 17:03:11,1,865.9,-117
2024-06-28 17:34:53,2,865.9,-117
2024-06-28 17:57:24,1,866.3,-103
2024-06-28 20:26:42,3,865.9,-117
2024-06-28 21:30:05,4,865.9,-118
2024-06-28 22:10:07,5,865.9,-109
2024-06-28 23:00:10,6,866.3,-103
2024-06-28 23:15:10,1,866.1,-112
2024-06-29 00:36:54,6,865.9,-117
2024-06-29 00:55:15,7,865.9,-113
2024-06-29 01:11:06,8,865.9,-115
2024-06-29 02:07:49,2,866.1,-117
2024-06-29 03:56:15,9,865.9,-117
2024-06-29 04:37:57,3,866.1,-117
2024-06-29 04:47:57,10,865.9,-117
2024-06-29 05:14:39,4,866.1,-114
2024-06-29 05:18:49,5,866.1,-117
2024-06-29 05:46:20,6,866.1,-115
2024-06-29 06:26:22,11,865.9,-114
2024-06-29 07:37:16,12,865.9,-112
2024-06-29 08:14:48,13,865.9,-116
2024-06-29 10:07:24,7,866.1,-114
2024-06-29 10:16:34,8,866.1,-116
2024-06-29 10:54:06,14,865.9,-117
2024-06-29 12:02:30,9,866.1,-115
2024-06-29 12:14:10,15,865.9,-115
2024-06-29 12:49:12,16,865.9,-115
2024-06-29 13:47:35,17,865.9,-116
2024-06-29 14:51:48,13,866.3,-105
2024-06-29 14:58:29,18,865.9,-115
2024-06-29 16:06:52,10,866.1,-117
2024-06-29 16:21:03,19,865.9,-114
2024-06-29 19:28:43,11,866.1,-116
2024-06-29 21:48:00,12,866.1,-116
2024-06-29 21:54:40,13,866.1,-116
2024-06-29 22:57:13,14,866.1,-115
2024-06-30 00:23:08,15,866.1,-117
2024-06-30 01:09:50,20,865.9,-114
2024-06-30 03:27:27,21,865.9,-117
2024-06-30 05:16:43,22,865.9,-117
2024-06-30 05:25:03,23,865.9,-113
2024-06-30 06:19:16,24,865.9,-116
2024-06-30 06:44:17,25,865.9,-116
2024-06-30 06:50:08,21,866.3,-108
2024-06-30 07:23:29,26,865.9,-114
2024-06-30 07:48:31,16,866.1,-117
2024-06-30 09:21:55,17,866.1,-117
2024-06-30 10:07:48,18,866.1,-118
2024-06-30 10:59:30,27,865.9,-115
2024-06-30 11:04:31,19,866.1,-117
2024-06-30 11:07:51,20,866.1,-115
2024-06-30 11:17:51,21,866.1,-117
2024-06-30 11:44:33,28,865.9,-118
2024-06-30 13:03:47,29,865.9,-118
2024-06-30 13:16:18,30,865.9,-116
2024-06-30 13:22:58,22,866.1,-118
2024-06-30 13:29:38,23,866.1,-118
2024-06-30 14:31:21,24,866.1,-118
2024-07-01 11:26:58,1,866.3,-104
2024-07-01 11:31:58,2,866.3,-100
2024-07-01 11:44:29,1,865.7,-105
2024-07-01 12:06:10,3,866.3,-100
