2024-07-12 00:54:50,2,865.9,-115,403,-10,5
2024-07-12 01:12:21,2,866.1,-118,400,-7,6
2024-07-12 03:04:57,3,866.1,-112,391,-9,6
2024-07-12 09:28:37,4,865.9,-118,398,-10,5
2024-07-12 11:16:12,6,866.1,-116,384,-11,6
2024-07-12 13:23:49,7,865.9,-116,397,-13,5
2024-07-12 14:58:54,8,865.9,-113,402,-11,5
2024-07-12 15:15:35,8,866.1,-118,402,-7,6
2024-07-12 15:52:17,9,865.9,-117,392,-4,5
2024-07-12 16:16:28,9,866.1,-118,398,-8,6
2024-07-12 16:17:18,10,865.9,-117,400,-5,5
2024-07-12 16:18:08,11,865.9,-114,400,-5,5
2024-07-12 17:06:31,12,865.9,-115,389,-7,5
2024-07-12 18:43:16,13,865.9,-117,388,-10,5
2024-07-12 19:18:18,14,865.9,-118,390,-9,5
2024-07-12 22:20:57,15,865.9,-110,406,-15,5
2024-07-12 22:46:49,10,866.1,-112,408,-10,6
2024-07-12 23:56:52,16,865.9,-117,419,-6,5
2024-07-13 02:01:09,11,866.1,-116,430,-2,6
2024-07-13 03:07:52,17,865.9,-113,431,-9,5
2024-07-13 04:55:28,12,866.1,-116,437,-7,6
2024-07-13 05:34:40,13,866.1,-116,435,-3,6
2024-07-13 06:00:31,14,866.1,-116,435,-2,6
2024-07-13 06:48:04,18,865.9,-115,435,-7,5
2024-07-13 06:53:04,15,866.1,-115,434,-5,6
2024-07-13 07:10:35,19,865.9,-115,436,-4,5
2024-07-13 08:03:58,20,865.9,-118,429,-6,5
2024-07-13 08:08:08,21,865.9,-116,429,-4,5
2024-07-13 08:13:08,22,865.9,-114,428,-6,5
2024-07-13 09:09:51,16,866.1,-110,418,-8,6
2024-07-13 09:45:43,23,865.9,-109,411,-13,5
2024-07-13 11:03:17,24,865.9,-118,391,-8,5
2024-07-13 11:37:29,17,866.1,-114,385,-4,6
2024-07-13 11:45:49,18,866.1,-116,386,0,6
2024-07-13 12:10:51,19,866.1,-117,386,-4,6
2024-07-13 12:11:41,20,866.1,-118,385,-7,6
2024-07-13 18:47:01,21,866.1,-117,430,-4,6
2024-07-13 19:26:13,25,865.9,-116,434,-3,5
2024-07-13 19:52:05,22,866.1,-117,426,-4,6
2024-07-13 20:12:06,26,865.9,-116,421,-2,5
2024-07-13 21:29:40,23,866.1,-114,404,-5,6
2024-07-13 21:46:21,24,866.1,-117,403,-3,6
2024-07-13 23:08:05,27,865.9,-116,408,-2,5
2024-07-14 00:06:28,28,865.9,-114,414,1,5
2024-07-14 00:52:21,29,865.9,-116,417,0,5
2024-07-14 01:21:32,30,865.9,-116,418,-1,5
2024-07-14 02:01:34,25,866.1,-116,419,-1,6
2024-07-14 02:35:46,26,866.1,-117,424,-5,6
2024-07-14 04:10:51,27,866.1,-115,436,-3,6
2024-07-14 04:30:02,28,866.1,-108,441,-11,6
2024-07-14 07:46:02,31,865.9,-115,427,-1,5
2024-07-14 10:23:41,34,866.3,-113,401,-4,7
2024-07-14 11:02:02,29,866.1,-115,392,-5,6
2024-07-14 11:13:43,32,865.9,-114,393,-1,5
2024-07-14 12:03:46,30,866.1,-114,402,-2,6
2024-07-14 12:17:56,33,865.9,-116,407,-1,5
2024-07-14 12:52:08,34,865.9,-116,424,-4,5
2024-07-14 13:38:51,35,865.9,-115,436,-5,5
2024-07-14 14:56:25,32,866.1,-116,433,-4,6
2024-07-14 16:18:59,36,865.9,-116,442,-1,5
2024-07-14 16:53:11,37,865.9,-114,443,-5,5
2024-07-14 17:01:31,38,865.9,-109,443,-11,5
2024-07-14 17:23:13,39,865.9,-117,441,-6,5
2024-07-14 18:22:26,33,866.1,-112,429,-8,6
2024-07-14 19:22:29,34,866.1,-117,421,-5,6
2024-07-14 20:22:32,41,866.3,-112,411,-5,7
2024-07-14 22:36:49,45,866.3,-113,400,-7,7
2024-07-14 22:38:29,40,865.9,-116,402,-1,5
2024-07-15 00:09:24,41,865.9,-114,400,-6,5
2024-07-15 00:51:56,35,866.1,-116,399,-4,6
2024-07-15 02:57:03,42,865.9,-115,401,1,5
2024-07-15 04:21:17,36,866.1,-114,402,-3,6
2024-07-15 05:31:21,43,865.9,-114,404,2,5
2024-07-15 06:58:05,37,866.1,-112,403,-6,6
2024-07-15 07:20:36,44,865.9,-113,404,-2,5
2024-07-15 08:14:49,45,865.9,-115,403,2,5
2024-07-15 09:00:42,52,866.3,-104,395,-13,7
2024-07-15 17:42:36,1,865.9,-112,412,-5,5
2024-07-15 18:50:10,2,865.9,-115,400,-3,5
2024-07-15 19:09:21,3,865.9,-115,396,0,5
2024-07-15 21:26:58,4,865.9,-116,394,-1,5
2024-07-15 22:37:01,1,866.1,-110,391,-12,6
2024-07-15 22:38:42,2,866.1,-117,392,-4,6
2024-07-15 22:57:03,5,865.9,-112,390,-11,5
2024-07-15 23:02:03,3,866.1,-114,386,-7,6
2024-07-15 23:51:15,6,865.9,-117,392,-4,5
2024-07-16 00:25:27,4,866.1,-117,390,-5,6
