DR0,2024-06-21 14:17:27,  START OF TEST ,868.3,-97
DR10,2024-06-21 14:18:19,1/4,868.6,-109
DR6,2024-06-21 14:19:05,1/4,866.1,-100
DR6,2024-06-21 14:19:55,2/4,866.1,-99
DR1,2024-06-21 14:20:46,1/22,866.1,-85
DR1,2024-06-21 14:21:36,2/4,865.9,-103
DR0,2024-06-21 14:22:27,1/22,866.1,-84
DR2,2024-06-21 14:24:06,1/22,865.7,-84
DR0,2024-06-21 14:24:58,2/-17,866.1,-117
DR0,2024-06-21 14:25:48,3/4,865.9,-102
DR2,2024-06-21 14:26:36,2/4,865.9,-101
DR11,2024-06-21 14:27:28,1/-17,868.6,-121
DR9,2024-06-21 14:28:18,1/-17,868.0,-120
DR1,2024-06-21 14:29:57,3/-17,866.1,-116
DR2,2024-06-21 14:30:46,3/4,866.3,-102
DR8,2024-06-21 14:33:20,1/4,868.0,-100
DR5,2024-06-21 14:34:06,2/22,865.9,-84
DR4,2024-06-21 14:34:56,2/22,866.3,-84
DR1,2024-06-21 14:35:47,4/22,865.9,-84
DR10,2024-06-21 14:36:40,2/22,868.6,-82
DR6,2024-06-21 14:37:26,4/-17,866.1,-116
DR4,2024-06-21 14:38:16,3/4,866.3,-101
DR3,2024-06-21 14:39:06,1/4,865.9,-102
DR5,2024-06-21 14:39:56,3/22,865.7,-85
DR5,2024-06-21 14:40:46,4/4,865.9,-101
DR8,2024-06-21 14:42:30,2/4,868.0,-100
DR9,2024-06-21 14:43:19,2/4,868.0,-99
DR6,2024-06-21 14:44:06,5/22,866.1,-82
DR4,2024-06-21 14:44:56,4/22,866.3,-84
DR2,2024-06-21 14:45:47,5/4,866.3,-101
DR10,2024-06-21 14:46:41,3/4,868.6,-101
DR6,2024-06-21 14:47:26,6/4,866.1,-100
DR6,2024-06-21 14:48:16,7/22,866.1,-82
DR3,2024-06-21 14:49:07,2/4,865.7,-97
DR0,2024-06-21 14:49:59,5/4,866.1,-103
DR10,2024-06-21 14:53:21,4/-17,868.6,-123
DR10,2024-06-21 14:54:11,5/22,868.6,-83
DR10,2024-06-21 14:55:01,6/22,868.6,-82
DR8,2024-06-21 14:55:51,3/22,868.0,-82
DR5,2024-06-21 14:57:27,5/22,866.1,-85
DR11,2024-06-21 14:58:19,2/22,868.6,-84
DR9,2024-06-21 14:59:09,3/-17,868.0,-120
