2024-08-29 12:05:14,2024-08-29 12:05:14,1,1,1.0
2024-08-29 12:12:28,2024-08-31 14:53:27,20,20,1.0
2024-08-31 17:33:30,2024-09-02 20:14:29,20,21,0.9523809523809523
