2024-06-26 04:06:14,1,-78
2024-06-26 06:22:11,2,-79
2024-06-26 07:32:15,3,-79
2024-06-26 08:01:26,4,-79
2024-06-26 09:40:41,5,-78
2024-06-26 10:49:55,6,-82
2024-06-26 17:36:06,7,-83
2024-06-26 19:40:22,8,-81
2024-06-26 22:00:29,9,-82
2024-06-27 01:49:51,10,-81
2024-06-27 03:53:17,11,-81
2024-06-27 05:12:31,12,-81
2024-06-27 05:25:02,13,-81
2024-06-27 07:05:07,14,-83
2024-06-28 12:41:38,26,-91
2024-06-28 17:07:50,1,-79
2024-06-28 17:31:11,2,-80
2024-06-28 20:29:41,3,-73
2024-06-28 21:56:25,4,-73
2024-06-29 04:12:34,5,-73
2024-06-29 04:47:36,6,-73
2024-06-29 05:13:27,7,-73
2024-06-29 06:37:42,8,-73
2024-06-29 09:31:11,9,-73
2024-06-29 09:35:21,10,-73
2024-06-29 09:45:21,11,-73
2024-06-29 15:23:09,12,-74
2024-06-29 16:27:22,13,-72
2024-06-29 16:39:52,14,-73
2024-06-29 17:13:14,15,-74
2024-06-29 19:42:32,16,-76
2024-06-29 20:59:16,17,-75
2024-06-29 23:03:32,18,-75
2024-06-29 23:55:15,19,-75
2024-06-30 04:11:18,20,-75
2024-06-30 07:21:28,21,-75
2024-06-30 09:51:35,22,-75
2024-06-30 10:09:06,23,-75
2024-06-30 11:26:40,24,-75
2024-06-30 12:04:12,25,-76
2024-06-30 13:22:36,26,-76
2024-06-30 14:41:00,27,-75
2024-06-30 15:01:01,28,-75
2024-06-30 16:56:57,29,-76
2024-06-30 18:32:02,30,-75
2024-06-30 19:17:04,31,-76
2024-06-30 20:07:07,32,-76
2024-06-30 20:48:49,33,-76
2024-06-30 21:45:32,34,-75
2024-07-01 02:12:25,35,-75
2024-07-01 02:16:36,36,-75
2024-07-01 05:57:37,37,-75
2024-07-01 07:38:32,38,-75
