2024-06-25 18:05:43,1,-87
2024-06-25 19:22:27,2,-85
2024-06-25 19:25:48,3,-85
2024-06-25 19:52:29,4,-85
2024-06-26 00:20:13,5,-85
2024-06-26 05:05:27,6,-85
2024-06-26 07:02:13,7,-85
2024-06-26 07:16:24,8,-85
2024-06-26 08:08:57,9,-87
2024-06-26 08:10:37,10,-86
2024-06-26 12:37:30,11,-86
2024-06-26 12:39:10,12,-87
2024-06-26 13:06:42,13,-85
2024-06-26 15:05:58,14,-85
2024-06-26 15:23:29,15,-89
2024-06-26 15:53:30,16,-87
2024-06-26 16:01:51,17,-89
2024-06-26 17:44:26,18,-91
2024-06-26 18:35:19,19,-86
2024-06-26 21:16:17,20,-87
2024-06-26 23:22:13,21,-87
2024-06-26 23:32:14,22,-87
2024-06-27 00:43:07,23,-88
2024-06-27 05:41:43,24,-88
2024-06-27 05:53:23,25,-87
2024-06-27 06:30:55,26,-89
2024-06-27 07:07:37,27,-89
2024-06-27 07:34:18,28,-84
2024-06-27 08:53:32,29,-88
2024-06-27 10:37:48,30,-88
2024-06-28 12:22:27,48,-95
2024-06-28 13:31:40,49,-97
2024-06-28 17:52:03,1,-83
2024-06-28 18:18:44,2,-83
2024-06-28 19:28:48,3,-79
2024-06-28 21:30:34,4,-79
2024-06-28 22:10:36,5,-79
2024-06-28 22:59:48,6,-79
2024-06-29 00:04:52,7,-79
2024-06-29 00:08:12,8,-79
2024-06-29 02:39:10,9,-80
2024-06-29 02:40:00,10,-80
2024-06-29 03:09:11,11,-80
2024-06-29 03:54:13,12,-80
2024-06-29 04:07:34,13,-80
2024-06-29 07:19:24,14,-80
2024-06-29 08:10:16,15,-80
2024-06-29 09:37:51,16,-80
2024-06-29 11:01:15,17,-80
2024-06-29 12:35:30,18,-80
2024-06-29 15:03:08,19,-80
2024-06-29 15:12:18,20,-79
2024-06-29 16:05:41,21,-79
2024-06-29 18:03:17,22,-82
2024-06-29 18:39:09,23,-83
2024-06-29 19:21:41,24,-83
2024-06-29 20:50:05,25,-81
2024-06-29 23:06:02,26,-81
2024-06-30 03:01:14,27,-82
2024-06-30 03:17:05,28,-82
2024-06-30 03:21:15,29,-82
2024-06-30 09:39:05,30,-82
2024-06-30 10:19:07,31,-82
2024-06-30 12:59:15,32,-82
2024-06-30 13:57:38,33,-82
2024-06-30 14:51:51,34,-83
2024-06-30 16:01:54,35,-81
2024-06-30 16:22:45,36,-82
2024-06-30 18:42:52,37,-82
2024-06-30 20:32:08,38,-82
2024-07-01 02:34:56,39,-82
2024-07-01 02:44:07,40,-82
2024-07-01 03:09:08,41,-82
2024-07-01 03:34:09,42,-82
2024-07-01 03:50:00,43,-82
2024-07-01 05:15:05,44,-82
2024-07-01 06:39:19,45,-82
2024-07-01 08:11:54,46,-81
2024-07-01 08:25:14,47,-81
2024-07-01 09:50:19,48,-81
2024-07-01 10:37:51,49,-82
2024-07-01 11:23:43,50,-79
2024-07-01 11:33:44,51,-78
