DR0,2024-07-11 14:41:41,  START OF TEST ,868.3,-76,476,15,20
DR1,2024-07-11 14:42:30,1/14,865.9,-83,468,15,5
DR11,2024-07-11 14:43:21,1/8,868.6,-82,-1577,0,6
DR4,2024-07-11 14:44:09,1/14,866.3,-81,459,15,7
DR5,2024-07-11 14:44:59,1/8,865.9,-86,457,15,5
DR8,2024-07-11 14:45:52,1/8,868.0,-78,382,0,4
DR2,2024-07-11 14:46:40,1/14,865.9,-80,464,15,5
DR6,2024-07-11 14:47:29,1/8,866.1,-82,0,9,8
DR4,2024-07-11 14:48:19,1/14,865.7,-84,457,15,4
DR2,2024-07-11 14:49:10,1/14,866.1,-79,462,15,6
DR3,2024-07-11 14:50:00,1/8,866.1,-85,459,15,6
DR11,2024-07-11 14:50:51,2/8,868.6,-79,-1577,0,6
DR9,2024-07-11 14:51:41,1/14,868.0,-72,385,0,4
DR0,2024-07-11 14:52:31,1/2,865.7,-96,470,2,4
DR9,2024-07-11 14:53:21,1/8,868.0,-77,380,0,4
DR10,2024-07-11 14:54:13,1/14,868.6,-73,-1583,0,6
DR11,2024-07-11 14:55:02,1/2,868.6,-85,-1578,0,6
DR8,2024-07-11 14:55:52,1/14,868.0,-70,383,0,4
DR8,2024-07-11 14:56:43,2/14,868.0,-73,377,0,4
DR6,2024-07-11 14:57:30,1/14,866.1,-81,0,10,8
DR10,2024-07-11 14:58:22,1/2,868.6,-87,-1581,0,6
DR9,2024-07-11 14:59:12,2/8,868.0,-79,374,0,4
DR2,2024-07-11 15:00:00,1/2,865.9,-95,456,15,5
DR10,2024-07-11 15:00:53,2/2,868.6,-87,-1588,0,6
DR4,2024-07-11 15:01:40,1/2,866.1,-91,448,15,6
DR2,2024-07-11 15:02:30,1/8,865.9,-86,455,15,5
DR5,2024-07-11 15:03:20,1/2,865.7,-90,446,-3,4
DR0,2024-07-11 15:18:35,  START OF TEST ,868.3,-70,456,15,20
DR4,2024-07-11 15:19:23,1/2,865.7,-82,436,15,4
DR0,2024-07-11 15:19:53,  START OF TEST ,868.3,-81,456,15,20
DR0,2024-07-11 17:03:17,  START OF TEST ,868.3,-114,456,-6,20
DR1,2024-07-11 17:04:06,1/2,866.1,-108,448,-21,6
DR1,2024-07-11 17:04:56,1/14,865.9,-109,449,-11,5
DR1,2024-07-11 17:08:16,1/14,866.1,-114,446,-2,6
DR9,2024-07-11 17:10:47,1/14,868.0,-121,365,0,4
DR8,2024-07-11 17:12:28,1/8,868.0,-126,364,0,4
DR9,2024-07-11 17:18:18,2/14,868.0,-119,360,0,4
DR1,2024-07-11 17:19:07,2/14,865.9,-116,446,-3,5
DR8,2024-07-11 17:22:29,2/8,868.0,-126,359,0,4
DR11,2024-07-11 17:23:18,2/8,868.6,-126,-1601,0,6
DR5,2024-07-11 17:25:46,1/14,866.1,-116,435,0,6
DR11,2024-07-11 17:26:38,1/14,868.6,-118,-1598,0,6
DR8,2024-07-11 17:28:19,3/8,868.0,-125,359,0,4
DR10,2024-07-11 17:29:09,1/8,868.6,-120,-1604,0,6
DR11,2024-07-11 17:29:58,2/14,868.6,-120,-1601,0,6
DR10,2024-07-11 17:31:40,2/8,868.6,-122,-1613,0,6
DR11,2024-07-11 17:32:28,1/2,868.6,-129,-1596,0,6
DR1,2024-07-11 17:33:18,1/2,865.9,-118,444,-13,5
DR2,2024-07-11 17:34:57,1/8,866.1,-110,439,-12,6
DR10,2024-07-11 17:37:30,1/2,868.6,-129,-1609,0,6
DR11,2024-07-11 17:39:09,3/8,868.6,-129,-1600,0,6
DR3,2024-07-11 17:39:57,1/8,866.1,-111,436,-10,6
DR0,2024-07-11 17:40:49,1/14,865.9,-113,448,-5,5
DR10,2024-07-11 17:41:40,3/8,868.6,-121,-1592,0,6
DR3,2024-07-11 17:42:27,1/14,865.9,-108,437,-12,5
DR2,2024-07-11 17:43:17,1/8,865.9,-117,439,-7,5
DR10,2024-07-11 17:44:10,2/2,868.6,-132,-1595,0,6
DR9,2024-07-11 17:44:59,3/14,868.0,-120,358,0,4
DR0,2024-07-11 17:46:39,1/8,865.9,-117,447,-5,5
DR9,2024-07-11 17:48:19,1/8,868.0,-124,359,0,4
DR0,2024-07-11 17:50:49,1/14,866.1,-113,445,-2,6
DR4,2024-07-11 17:53:18,1/8,865.9,-117,429,-6,5
DR8,2024-07-11 17:55:00,4/8,868.0,-123,358,0,4
DR8,2024-07-11 17:56:41,5/8,868.0,-127,354,0,4
DR9,2024-07-11 17:58:20,4/14,868.0,-117,351,0,4
