2024-07-26 11:20:15,163/14/20,868.6,-120,-1628,0,6,1/3,M0CW336
2024-07-26 11:24:26,147/14/20,868.0,-124,334,0,4,1/3,MOCW137
2024-07-26 11:25:15,160/14/20,868.6,-124,-1623,0,6,4/6,M0CW336
2024-07-26 11:27:45,130/14/20,868.0,-121,337,0,4,4/6,MOCW137
2024-07-26 11:28:35,131/14/20,868.0,-129,343,0,4,4/6,MOCW137
2024-07-26 11:32:45,150/8/20,868.6,-124,-1618,0,6,4/6,M0CW336
2024-07-26 11:33:36,154/8/20,868.6,-117,-1618,0,6,1/3,M0CW336
2024-07-26 11:36:06,164/14/20,868.6,-118,-1617,0,6,1/3,M0CW336
2024-07-26 11:40:16,141/2/20,868.0,-134,354,0,4,1/3,MOCW137
2024-07-26 11:41:06,132/14/20,868.0,-127,346,0,4,4/6,MOCW137
2024-07-26 11:46:07,155/8/20,868.6,-118,-1613,0,6,1/3,M0CW336
2024-07-26 11:47:47,151/8/20,868.0,-120,354,0,4,1/3,MOCW137
2024-07-26 11:51:07,166/2/20,868.6,-128,-1604,0,6,1/3,M0CW336
2024-07-26 11:51:56,161/14/20,868.6,-117,-1606,0,6,4/6,M0CW336
2024-07-26 11:59:26,133/14/20,868.0,-114,353,0,4,4/6,MOCW137
2024-07-26 12:00:18,142/2/20,868.0,-126,354,0,4,1/3,MOCW137
2024-07-26 12:01:07,162/14/20,868.6,-112,-1608,0,6,4/6,M0CW336
2024-07-26 12:01:58,165/14/20,868.6,-116,-1599,0,6,1/3,M0CW336
2024-07-26 12:09:28,167/2/20,868.6,-130,-1596,0,6,1/3,M0CW336
2024-07-26 12:11:08,166/14/20,868.6,-119,-1605,0,6,1/3,M0CW336
2024-07-26 12:13:39,156/8/20,868.6,-121,-1613,0,6,1/3,M0CW336
2024-07-26 12:16:59,168/2/20,868.6,-130,-1599,0,6,1/3,M0CW336
2024-07-26 12:19:29,152/8/20,868.0,-121,363,0,4,1/3,MOCW137
2024-07-26 12:20:18,169/2/20,868.6,-130,-1600,0,6,1/3,M0CW336
2024-07-26 12:26:09,153/8/20,868.0,-121,371,0,4,1/3,MOCW137
2024-07-26 12:31:08,152/2/20,868.0,-127,369,0,4,4/6,MOCW137
2024-07-26 12:34:28,163/14/20,868.6,-116,-1594,0,6,4/6,M0CW336
2024-07-26 12:36:09,148/14/20,868.0,-117,364,0,4,1/3,MOCW137
2024-07-26 12:36:58,153/2/20,868.0,-120,364,0,4,4/6,MOCW137
2024-07-26 12:37:50,149/14/20,868.0,-112,364,0,4,1/3,MOCW137
2024-07-26 12:39:30,167/14/20,868.6,-119,-1603,0,6,1/3,M0CW336
2024-07-26 12:41:09,154/2/20,868.0,-126,366,0,4,4/6,MOCW137
2024-07-26 12:52:00,154/8/20,868.0,-128,373,0,4,1/3,MOCW137
2024-07-26 12:58:39,151/8/20,868.6,-128,-1582,0,6,4/6,M0CW336
2024-07-26 11:20:15,163/14/20,868.6,-120,-1628,0,6,1/3,M0CW336
2024-07-26 11:24:26,147/14/20,868.0,-124,334,0,4,1/3,MOCW137
2024-07-26 11:25:15,160/14/20,868.6,-124,-1623,0,6,4/6,M0CW336
2024-07-26 11:27:45,130/14/20,868.0,-121,337,0,4,4/6,MOCW137
2024-07-26 11:28:35,131/14/20,868.0,-129,343,0,4,4/6,MOCW137
2024-07-26 11:32:45,150/8/20,868.6,-124,-1618,0,6,4/6,M0CW336
2024-07-26 11:33:36,154/8/20,868.6,-117,-1618,0,6,1/3,M0CW336
2024-07-26 11:36:06,164/14/20,868.6,-118,-1617,0,6,1/3,M0CW336
2024-07-26 11:40:16,141/2/20,868.0,-134,354,0,4,1/3,MOCW137
2024-07-26 11:41:06,132/14/20,868.0,-127,346,0,4,4/6,MOCW137
2024-07-26 11:46:07,155/8/20,868.6,-118,-1613,0,6,1/3,M0CW336
2024-07-26 11:47:47,151/8/20,868.0,-120,354,0,4,1/3,MOCW137
2024-07-26 11:51:07,166/2/20,868.6,-128,-1604,0,6,1/3,M0CW336
2024-07-26 11:51:56,161/14/20,868.6,-117,-1606,0,6,4/6,M0CW336
2024-07-26 11:59:26,133/14/20,868.0,-114,353,0,4,4/6,MOCW137
2024-07-26 12:00:18,142/2/20,868.0,-126,354,0,4,1/3,MOCW137
2024-07-26 12:01:07,162/14/20,868.6,-112,-1608,0,6,4/6,M0CW336
2024-07-26 12:01:58,165/14/20,868.6,-116,-1599,0,6,1/3,M0CW336
2024-07-26 12:09:28,167/2/20,868.6,-130,-1596,0,6,1/3,M0CW336
2024-07-26 12:11:08,166/14/20,868.6,-119,-1605,0,6,1/3,M0CW336
2024-07-26 12:13:39,156/8/20,868.6,-121,-1613,0,6,1/3,M0CW336
2024-07-26 12:16:59,168/2/20,868.6,-130,-1599,0,6,1/3,M0CW336
2024-07-26 12:19:29,152/8/20,868.0,-121,363,0,4,1/3,MOCW137
2024-07-26 12:20:18,169/2/20,868.6,-130,-1600,0,6,1/3,M0CW336
2024-07-26 12:26:09,153/8/20,868.0,-121,371,0,4,1/3,MOCW137
2024-07-26 12:31:08,152/2/20,868.0,-127,369,0,4,4/6,MOCW137
2024-07-26 12:34:28,163/14/20,868.6,-116,-1594,0,6,4/6,M0CW336
2024-07-26 12:36:09,148/14/20,868.0,-117,364,0,4,1/3,MOCW137
2024-07-26 12:36:58,153/2/20,868.0,-120,364,0,4,4/6,MOCW137
2024-07-26 12:37:50,149/14/20,868.0,-112,364,0,4,1/3,MOCW137
2024-07-26 12:39:30,167/14/20,868.6,-119,-1603,0,6,1/3,M0CW336
2024-07-26 12:41:09,154/2/20,868.0,-126,366,0,4,4/6,MOCW137
2024-07-26 12:52:00,154/8/20,868.0,-128,373,0,4,1/3,MOCW137
2024-07-26 12:58:39,151/8/20,868.6,-128,-1582,0,6,4/6,M0CW336
2024-07-26 11:20:15,163/14/20,868.6,-120,-1628,0,6,1/3,M0CW336
