DR8,2024-07-24 08:11:20,696/8,868.0,-126,346,0,4
DR9,2024-07-24 08:12:59,677/8,868.0,-126,346,0,4
DR8,2024-07-24 08:13:50,633/2,868.0,-134,353,0,4
DR9,2024-07-24 08:14:40,679/14,868.0,-121,347,0,4
DR2,2024-07-24 08:18:48,175/14,865.9,-117,424,-12,5
DR2,2024-07-24 08:20:28,158/8,866.1,-117,423,-9,6
DR9,2024-07-24 08:22:10,678/8,868.0,-128,348,0,4
DR4,2024-07-24 08:22:58,164/14,866.1,-115,416,-7,6
DR10,2024-07-24 08:25:31,685/14,868.6,-118,-1614,0,6
DR0,2024-07-24 08:29:40,155/2,865.9,-118,432,-14,5
DR9,2024-07-24 08:30:30,679/8,868.0,-131,348,0,4
DR8,2024-07-24 08:32:11,669/14,868.0,-123,339,0,4
