DR9,2024-07-24 08:18:40,238,868.0,-129,407,0,4
DR8,2024-07-24 08:18:47,239,868.0,-126,406,0,4
DR9,2024-07-24 08:18:49,239,868.0,-126,407,0,4
DR0,2024-07-24 08:18:52,239,865.9,-115,486,-14,5
DR8,2024-07-24 08:18:56,240,868.0,-125,406,0,4
DR9,2024-07-24 08:18:58,240,868.0,-127,402,0,4
DR8,2024-07-24 08:19:05,241,868.0,-128,408,0,4
DR9,2024-07-24 08:19:07,241,868.0,-128,390,0,4
DR0,2024-07-24 08:19:10,241,865.9,-116,481,-12,5
DR8,2024-07-24 08:19:15,242,868.0,-127,396,0,4
DR9,2024-07-24 08:19:16,242,868.0,-129,416,0,4
DR8,2024-07-24 08:19:23,243,868.0,-127,416,0,4
DR0,2024-07-24 08:19:28,243,865.9,-116,482,-13,5
DR9,2024-07-24 08:19:34,244,868.0,-130,413,0,4
DR0,2024-07-24 08:19:37,244,865.9,-117,0,-12,5
DR8,2024-07-24 08:19:41,245,868.0,-126,405,0,4
DR9,2024-07-24 08:19:43,245,868.0,-126,412,0,4
DR0,2024-07-24 08:19:46,245,865.9,-117,501,-14,5
DR8,2024-07-24 08:19:50,246,868.0,-122,406,0,4
DR9,2024-07-24 08:19:52,246,868.0,-126,415,0,4
DR0,2024-07-24 08:19:55,246,865.9,-114,501,-18,5
DR8,2024-07-24 08:20:00,247,868.0,-121,409,0,4
DR9,2024-07-24 08:20:01,247,868.0,-127,403,0,4
DR0,2024-07-24 08:20:04,247,865.9,-117,488,-9,5
DR8,2024-07-24 08:20:08,248,868.0,-128,402,0,4
DR9,2024-07-24 08:20:10,248,868.0,-133,401,0,4
DR8,2024-07-24 08:20:17,249,868.0,-134,403,0,4
DR9,2024-07-24 08:20:19,249,868.0,-134,412,0,4
DR0,2024-07-24 08:20:22,249,865.9,-116,489,-16,5
DR8,2024-07-24 08:20:26,250,868.0,-132,415,0,4
DR9,2024-07-24 08:20:28,250,868.0,-131,409,0,4
DR0,2024-07-24 08:20:31,250,865.9,-116,504,-19,5
DR8,2024-07-24 08:20:35,251,868.0,-129,418,0,4
DR0,2024-07-24 08:20:40,251,865.9,-117,501,-14,5
DR8,2024-07-24 08:20:44,252,868.0,-126,412,0,4
DR9,2024-07-24 08:20:47,252,868.0,-126,417,0,4
DR0,2024-07-24 08:20:49,252,865.9,-117,491,-10,5
DR8,2024-07-24 08:20:54,253,868.0,-123,405,0,4
DR9,2024-07-24 08:20:56,253,868.0,-119,410,0,4
DR0,2024-07-24 08:20:58,253,865.9,-115,496,-12,5
DR8,2024-07-24 08:21:03,254,868.0,-123,418,0,4
DR9,2024-07-24 08:21:05,254,868.0,-121,410,0,4
DR0,2024-07-24 08:21:07,254,865.9,-116,500,-14,5
DR8,2024-07-24 08:21:12,255,868.0,-125,407,0,4
DR9,2024-07-24 08:21:14,255,868.0,-118,391,0,4
DR0,2024-07-24 08:21:16,255,865.9,-117,484,-17,5
DR8,2024-07-24 08:21:30,257,868.0,-130,438,0,4
DR8,2024-07-24 08:21:39,258,868.0,-125,411,0,4
DR9,2024-07-24 08:21:41,258,868.0,-127,411,0,4
DR8,2024-07-24 08:21:48,259,868.0,-127,407,0,4
DR9,2024-07-24 08:21:50,259,868.0,-131,417,0,4
DR0,2024-07-24 08:21:53,259,865.9,-116,483,-13,5
DR8,2024-07-24 08:21:57,260,868.0,-133,407,0,4
DR9,2024-07-24 08:21:59,260,868.0,-123,424,0,4
DR0,2024-07-24 08:22:02,260,865.9,-116,508,-8,5
DR9,2024-07-24 08:22:08,261,868.0,-124,409,0,4
DR0,2024-07-24 08:22:11,261,865.9,-117,485,-14,5
DR8,2024-07-24 08:22:15,262,868.0,-121,396,0,4
DR9,2024-07-24 08:22:17,262,868.0,-127,401,0,4
DR0,2024-07-24 08:22:20,262,865.9,-116,486,-14,5
DR8,2024-07-24 08:22:24,263,868.0,-126,412,0,4
DR0,2024-07-24 08:22:29,263,865.9,-116,491,-11,5
DR8,2024-07-24 08:22:33,264,868.0,-131,411,0,4
DR9,2024-07-24 08:22:35,264,868.0,-129,404,0,4
DR0,2024-07-24 08:22:38,264,865.9,-116,498,-13,5
DR8,2024-07-24 08:22:42,265,868.0,-125,400,0,4
DR9,2024-07-24 08:22:44,265,868.0,-129,417,0,4
DR8,2024-07-24 08:22:51,266,868.0,-127,401,0,4
DR0,2024-07-24 08:22:56,266,865.9,-114,497,-15,5
DR9,2024-07-24 08:23:02,267,868.0,-128,409,0,4
DR0,2024-07-24 08:23:05,267,865.9,-115,498,-10,5
DR8,2024-07-24 08:23:09,268,868.0,-128,430,0,4
DR8,2024-07-24 08:23:18,269,868.0,-129,420,0,4
DR9,2024-07-24 08:23:20,269,868.0,-126,413,0,4
DR0,2024-07-24 08:23:23,269,865.9,-116,505,-15,5
DR8,2024-07-24 08:23:27,270,868.0,-131,430,0,4
DR9,2024-07-24 08:23:29,270,868.0,-123,418,0,4
DR0,2024-07-24 08:23:32,270,865.9,-114,506,-17,5
DR8,2024-07-24 08:23:36,271,868.0,-131,415,0,4
DR0,2024-07-24 08:23:41,271,865.9,-116,499,-9,5
DR8,2024-07-24 08:23:46,272,868.0,-124,392,0,4
DR9,2024-07-24 08:23:47,272,868.0,-123,415,0,4
DR0,2024-07-24 08:23:50,272,865.9,-115,492,-15,5
DR8,2024-07-24 08:23:55,273,868.0,-122,408,0,4
DR9,2024-07-24 08:23:56,273,868.0,-121,415,0,4
DR0,2024-07-24 08:23:59,273,865.9,-114,502,-18,5
DR8,2024-07-24 08:24:03,274,868.0,-127,409,0,4
DR9,2024-07-24 08:24:05,274,868.0,-129,416,0,4
DR0,2024-07-24 08:24:08,274,865.9,-116,479,-11,5
DR8,2024-07-24 08:24:13,275,868.0,-122,414,0,4
DR0,2024-07-24 08:24:17,275,865.9,-116,502,-13,5
DR8,2024-07-24 08:24:21,276,868.0,-130,417,0,4
DR9,2024-07-24 08:24:24,276,868.0,-122,391,0,4
DR0,2024-07-24 08:24:26,276,865.9,-116,479,-15,5
DR8,2024-07-24 08:24:31,277,868.0,-130,407,0,4
DR9,2024-07-24 08:24:32,277,868.0,-120,410,0,4
DR0,2024-07-24 08:24:35,277,865.9,-116,518,-14,5
DR9,2024-07-24 08:24:42,278,868.0,-128,430,0,4
DR0,2024-07-24 08:24:45,278,865.9,-114,501,-13,5
DR8,2024-07-24 08:24:48,279,868.0,-126,409,0,4
DR9,2024-07-24 08:24:51,279,868.0,-124,411,0,4
DR0,2024-07-24 08:24:54,279,865.9,-114,497,-13,5
DR8,2024-07-24 08:24:58,280,868.0,-122,391,0,4
DR9,2024-07-24 08:25:00,280,868.0,-124,408,0,4
DR0,2024-07-24 08:25:03,280,865.9,-116,480,-11,5
DR8,2024-07-24 08:25:07,281,868.0,-123,389,0,4
DR9,2024-07-24 08:25:09,281,868.0,-121,410,0,4
DR0,2024-07-24 08:25:12,281,865.9,-116,512,-9,5
DR8,2024-07-24 08:25:16,282,868.0,-122,402,0,4
DR0,2024-07-24 08:25:21,282,865.9,-117,484,-10,5
DR8,2024-07-24 08:25:25,283,868.0,-128,416,0,4
DR9,2024-07-24 08:25:27,283,868.0,-124,404,0,4
DR0,2024-07-24 08:25:30,283,865.9,-118,499,-13,5
DR8,2024-07-24 08:25:34,284,868.0,-127,417,0,4
DR9,2024-07-24 08:25:36,284,868.0,-132,413,0,4
DR0,2024-07-24 08:25:39,284,865.9,-116,498,-17,5
DR8,2024-07-24 08:25:43,285,868.0,-134,418,0,4
DR9,2024-07-24 08:25:45,285,868.0,-121,420,0,4
DR0,2024-07-24 08:25:48,285,865.9,-115,496,-18,5
DR8,2024-07-24 08:25:52,286,868.0,-128,428,0,4
DR9,2024-07-24 08:25:54,286,868.0,-125,409,0,4
DR0,2024-07-24 08:25:57,286,865.9,-118,487,-13,5
DR8,2024-07-24 08:26:01,287,868.0,-123,405,0,4
DR9,2024-07-24 08:26:03,287,868.0,-123,400,0,4
DR0,2024-07-24 08:26:06,287,865.9,-117,482,-11,5
DR8,2024-07-24 08:26:10,288,868.0,-122,419,0,4
DR9,2024-07-24 08:26:12,288,868.0,-123,428,0,4
DR0,2024-07-24 08:26:15,288,865.9,-116,505,-13,5
DR8,2024-07-24 08:26:19,289,868.0,-119,417,0,4
DR9,2024-07-24 08:26:21,289,868.0,-121,414,0,4
DR0,2024-07-24 08:26:24,289,865.9,-116,513,-3,5
DR8,2024-07-24 08:26:28,290,868.0,-120,411,0,4
DR9,2024-07-24 08:26:30,290,868.0,-117,405,0,4
DR0,2024-07-24 08:26:33,290,865.9,-115,507,-6,5
DR8,2024-07-24 08:26:37,291,868.0,-120,401,0,4
DR9,2024-07-24 08:26:39,291,868.0,-117,394,0,4
DR0,2024-07-24 08:26:42,291,865.9,-116,488,-6,5
DR8,2024-07-24 08:26:46,292,868.0,-120,415,0,4
DR9,2024-07-24 08:26:49,292,868.0,-115,388,0,4
DR0,2024-07-24 08:26:51,292,865.9,-116,482,-4,5
DR8,2024-07-24 08:26:56,293,868.0,-114,416,0,4
DR9,2024-07-24 08:26:57,293,868.0,-117,411,0,4
DR8,2024-07-24 08:27:05,294,868.0,-112,404,0,4
DR0,2024-07-24 08:27:09,294,865.9,-117,490,-5,5
DR8,2024-07-24 08:27:13,295,868.0,-113,422,0,4
DR9,2024-07-24 08:27:15,295,868.0,-118,395,0,4
DR0,2024-07-24 08:27:18,295,865.9,-116,486,-4,5
DR9,2024-07-24 08:27:24,296,868.0,-124,404,0,4
DR0,2024-07-24 08:27:27,296,865.9,-114,0,-9,5
DR8,2024-07-24 08:27:32,297,868.0,-121,387,0,4
DR9,2024-07-24 08:27:34,297,868.0,-119,407,0,4
DR0,2024-07-24 08:27:36,297,865.9,-115,508,-14,5
DR8,2024-07-24 08:27:40,298,868.0,-119,415,0,4
DR0,2024-07-24 08:27:45,298,865.9,-116,498,-7,5
DR8,2024-07-24 08:27:50,299,868.0,-117,409,0,4
DR9,2024-07-24 08:27:52,299,868.0,-121,415,0,4
DR0,2024-07-24 08:27:54,299,865.9,-116,490,-3,5
DR8,2024-07-24 08:27:59,300,868.0,-118,403,0,4
DR9,2024-07-24 08:28:01,300,868.0,-119,406,0,4
DR0,2024-07-24 08:28:03,300,865.9,-114,506,-6,5
DR8,2024-07-24 08:28:08,301,868.0,-122,399,0,4
DR0,2024-07-24 08:28:12,301,865.9,-114,479,-8,5
DR8,2024-07-24 08:28:17,302,868.0,-117,402,0,4
DR9,2024-07-24 08:28:19,302,868.0,-114,424,0,4
DR0,2024-07-24 08:28:22,302,865.9,-113,508,-3,5
DR8,2024-07-24 08:28:26,303,868.0,-113,415,0,4
DR9,2024-07-24 08:28:27,303,868.0,-112,406,0,4
DR0,2024-07-24 08:28:31,303,865.9,-110,508,1,5
DR8,2024-07-24 08:28:35,304,868.0,-110,406,0,4
DR9,2024-07-24 08:28:37,304,868.0,-108,410,0,4
DR0,2024-07-24 08:28:40,304,865.9,-105,493,7,5
DR8,2024-07-24 08:28:44,305,868.0,-110,411,0,4
DR9,2024-07-24 08:28:46,305,868.0,-112,403,0,4
DR0,2024-07-24 08:28:49,305,865.9,-114,516,-3,5
DR8,2024-07-24 08:28:53,306,868.0,-111,415,0,4
DR9,2024-07-24 08:28:55,306,868.0,-117,414,0,4
DR0,2024-07-24 08:28:58,306,865.9,-109,492,1,5
DR8,2024-07-24 08:29:02,307,868.0,-107,410,0,4
DR9,2024-07-24 08:29:04,307,868.0,-112,412,0,4
DR0,2024-07-24 08:29:07,307,865.9,-110,503,0,5
DR8,2024-07-24 08:29:11,308,868.0,-107,409,0,4
DR9,2024-07-24 08:29:13,308,868.0,-103,409,0,4
DR0,2024-07-24 08:29:16,308,865.9,-105,490,8,5
DR8,2024-07-24 08:29:20,309,868.0,-100,408,0,4
DR9,2024-07-24 08:29:23,309,868.0,-109,378,0,4
DR0,2024-07-24 08:29:25,309,865.9,-115,484,-2,5
DR8,2024-07-24 08:29:29,310,868.0,-112,395,0,4
DR9,2024-07-24 08:29:31,310,868.0,-112,404,0,4
DR0,2024-07-24 08:29:34,310,865.9,-110,483,-2,5
DR8,2024-07-24 08:29:38,311,868.0,-111,398,0,4
DR9,2024-07-24 08:29:40,311,868.0,-117,400,0,4
DR0,2024-07-24 08:29:43,311,865.9,-113,474,1,5
DR8,2024-07-24 08:29:48,312,868.0,-110,384,0,4
DR9,2024-07-24 08:29:49,312,868.0,-115,403,0,4
DR0,2024-07-24 08:29:52,312,865.9,-112,503,-2,5
DR8,2024-07-24 08:29:56,313,868.0,-112,403,0,4
DR9,2024-07-24 08:29:58,313,868.0,-112,414,0,4
DR0,2024-07-24 08:30:01,313,865.9,-112,505,-2,5
DR8,2024-07-24 08:30:05,314,868.0,-103,408,0,4
DR9,2024-07-24 08:30:07,314,868.0,-91,415,0,4
DR0,2024-07-24 08:30:10,314,865.9,-96,503,13,5
DR8,2024-07-24 08:30:15,315,868.0,-88,400,0,4
DR9,2024-07-24 08:30:16,315,868.0,-95,414,0,4
DR0,2024-07-24 08:30:19,315,865.9,-98,486,11,5
DR8,2024-07-24 08:30:24,316,868.0,-95,387,0,4
DR9,2024-07-24 08:30:25,316,868.0,-100,415,0,4
DR0,2024-07-24 08:30:28,316,865.9,-99,500,12,5
DR8,2024-07-24 08:30:32,317,868.0,-94,405,0,4
DR9,2024-07-24 08:30:34,317,868.0,-90,403,0,4
DR0,2024-07-24 08:30:37,317,865.9,-98,482,7,5
DR8,2024-07-24 08:30:42,318,868.0,-90,378,0,4
DR9,2024-07-24 08:30:44,318,868.0,-96,408,0,4
DR0,2024-07-24 08:30:46,318,865.9,-95,497,6,5
DR8,2024-07-24 08:30:51,319,868.0,-84,419,0,4
DR9,2024-07-24 08:30:52,319,868.0,-97,404,0,4
DR0,2024-07-24 08:30:55,319,865.9,-98,505,3,5
DR8,2024-07-24 08:31:00,320,868.0,-98,394,0,4
DR9,2024-07-24 08:31:01,320,868.0,-98,408,0,4
DR0,2024-07-24 08:31:04,320,865.9,-102,487,-1,5
DR8,2024-07-24 08:31:09,321,868.0,-97,401,0,4
DR9,2024-07-24 08:31:10,321,868.0,-99,397,0,4
DR0,2024-07-24 08:31:13,321,865.9,-99,479,4,5
DR8,2024-07-24 08:31:18,322,868.0,-93,402,0,4
DR9,2024-07-24 08:31:20,322,868.0,-87,397,0,4
DR0,2024-07-24 08:31:22,322,865.9,-87,490,10,5
DR8,2024-07-24 08:31:26,323,868.0,-83,407,0,4
DR9,2024-07-24 08:31:29,323,868.0,-85,390,0,4
DR0,2024-07-24 08:31:31,323,865.9,-85,488,5,5
DR8,2024-07-24 08:31:35,324,868.0,-86,403,0,4
DR9,2024-07-24 08:31:38,324,868.0,-87,410,0,4
DR0,2024-07-24 08:31:40,324,865.9,-85,501,7,5
DR8,2024-07-24 08:31:45,325,868.0,-84,404,0,4
DR9,2024-07-24 08:31:47,325,868.0,-79,398,0,4
DR0,2024-07-24 08:31:50,325,865.9,-83,500,5,5
DR8,2024-07-24 08:31:54,326,868.0,-76,411,0,4
DR9,2024-07-24 08:31:56,326,868.0,-80,407,0,4
DR0,2024-07-24 08:31:59,326,865.9,-76,0,9,5
DR8,2024-07-24 08:32:03,327,868.0,-76,402,0,4
DR9,2024-07-24 08:32:05,327,868.0,-83,421,0,4
DR0,2024-07-24 08:32:08,327,865.9,-75,0,10,5
DR8,2024-07-24 08:32:12,328,868.0,-75,400,0,4
DR9,2024-07-24 08:32:14,328,868.0,-71,409,0,4
DR0,2024-07-24 08:32:17,328,865.9,-74,503,5,5
DR8,2024-07-24 08:32:21,329,868.0,-78,405,0,4
DR9,2024-07-24 08:32:23,329,868.0,-66,409,0,4
DR0,2024-07-24 08:32:26,329,865.9,-64,490,14,5
DR8,2024-07-24 08:32:30,330,868.0,-62,403,0,4
DR9,2024-07-24 08:32:32,330,868.0,-67,408,0,4
DR0,2024-07-24 08:32:35,330,865.9,-71,488,15,5
DR8,2024-07-24 08:32:39,331,868.0,-77,399,0,4
DR9,2024-07-24 08:32:41,331,868.0,-75,401,0,4
DR0,2024-07-24 08:32:44,331,865.9,-73,490,15,5
DR8,2024-07-24 08:32:48,332,868.0,-79,414,0,4
DR9,2024-07-24 08:32:50,332,868.0,-75,406,0,4
DR0,2024-07-24 08:32:53,332,865.9,-81,490,14,5
DR8,2024-07-24 08:32:57,333,868.0,-76,403,0,4
DR9,2024-07-24 08:32:59,333,868.0,-71,405,0,4
