2024-06-21 14:57:26,1,-106
2024-06-21 16:07:30,7,-100
2024-06-21 18:07:36,12,-108
2024-06-21 20:01:02,23,-117
2024-06-21 20:02:42,24,-117
2024-06-22 01:12:58,61,-115
2024-06-22 02:14:41,71,-114
2024-06-22 03:18:05,81,-113
2024-06-22 04:17:18,88,-114
2024-06-22 04:42:19,89,-114
2024-06-22 05:06:30,93,-113
2024-06-22 13:59:28,137,-118
2024-06-22 14:15:19,141,-113
2024-06-22 15:00:21,146,-113
2024-06-22 15:41:13,152,-113
2024-06-22 16:24:36,162,-114
2024-06-22 18:10:31,175,-104
2024-06-22 21:38:12,203,-107
2024-06-22 23:38:18,215,-108
2024-06-23 05:43:37,260,-110
2024-06-23 05:52:48,261,-111
2024-06-23 06:57:51,268,-110
2024-06-23 07:57:04,276,-109
2024-06-23 08:27:56,282,-111
2024-06-23 13:57:23,321,-109
2024-06-23 18:09:16,349,-114
2024-06-23 18:31:47,351,-117
2024-06-23 18:57:39,353,-117
2024-06-23 19:31:00,356,-117
2024-06-23 21:24:26,372,-117
2024-06-23 23:37:03,383,-115
2024-06-24 01:43:50,401,-118
2024-06-24 02:23:02,405,-114
2024-06-24 09:06:43,457,-114
