3b24ff2,DR10,2024-06-20 16:16:42,1 / 4,868.6,-81
2b24ff2,DR0,2024-06-20 16:17:00,###########  ,868.3,-71
3b24ff2,DR0,2024-06-20 16:17:20,###########  ,868.3,-70
3b24ff2,DR1,2024-06-20 16:18:03,1/4@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@,865.7,-76
3b24ff2,DR0,2024-06-20 16:18:10,###########  START OF TEST ,868.3,-72
3b24ff2,DR4,2024-06-20 16:19:36,1/-17@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@,866.1,-99
3b24ff2,DR1,2024-06-20 16:20:22,1/4@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@,866.3,-78
3b24ff2,DR0,2024-06-20 16:20:46,###########  START OF TEST ,868.3,-71
3b24ff2,DR1,2024-06-20 16:20:49,1/-17@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@,866.3,-97
3b24ff2,DR4,2024-06-20 16:20:51,1/-17@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@,865.7,-97
3b24ff2,DR2,2024-06-20 16:20:54,1/-17@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@,865.9,-98
3b24ff2,DR3,2024-06-20 16:20:57,1/4@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@,865.7,-77
3b24ff2,DR2,2024-06-20 16:21:00,2/-17@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@,866.3,-100
3b24ff2,DR1,2024-06-20 16:21:04,2/-17@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@,866.3,-99
3b24ff2,DR2,2024-06-20 16:21:06,3/-17@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@,865.9,-99
3b24ff2,DR0,2024-06-20 16:22:34,###########  START OF TEST ,868.3,-72
3b24ff2,DR1,2024-06-20 16:22:37,1/-17HHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHH,865.7,-99
3b24ff2,DR2,2024-06-20 16:22:39,1/-17HHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHH,866.3,-98
3b24ff2,DR0,2024-06-20 16:22:47,###########  START OF TEST ,868.3,-73
3b24ff2,DR1,2024-06-20 16:22:52,1/4HHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHH,866.1,-81
3b24ff2,DR2,2024-06-20 16:22:56,1/4HHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHH,865.9,-82
3b24ff2,DR3,2024-06-20 16:23:01,1/22HHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHH,866.1,-62
3b24ff2,DR4,2024-06-20 16:23:06,1/-17HHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHH,866.3,-100
3b24ff2,DR5,2024-06-20 16:23:11,1/4HHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHH,865.9,-79
3b24ff2,DR6,2024-06-20 16:23:16,1/4HHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHH,866.1,-76
3b24ff2,DR0,2024-06-20 16:23:43,1/22HHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHH,866.1,-59
3b24ff2,DR1,2024-06-20 16:23:47,2/22HHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHH,866.3,-61
3b24ff2,DR2,2024-06-20 16:23:52,2/-17HHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHH,866.3,-99
3b24ff2,DR3,2024-06-20 16:23:56,2/-17HHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHH,865.9,-98
3b24ff2,DR4,2024-06-20 16:24:01,2/22HHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHH,865.7,-61
