2024-06-25 17:55:45,1,-84
2024-06-25 18:06:35,2,-86
2024-06-25 18:54:58,3,-82
2024-06-25 18:59:08,4,-83
2024-06-25 19:13:19,5,-84
2024-06-25 19:24:09,6,-83
2024-06-25 19:38:20,7,-84
2024-06-25 19:46:41,8,-84
2024-06-25 20:29:13,9,-84
2024-06-25 20:59:14,10,-84
2024-06-25 21:10:55,11,-86
2024-06-25 22:06:48,12,-87
2024-06-25 22:32:39,13,-87
2024-06-25 22:33:29,14,-86
2024-06-25 22:40:09,15,-86
2024-06-25 23:19:22,16,-86
2024-06-25 23:39:22,17,-86
2024-06-25 23:40:13,18,-87
2024-06-26 00:12:44,19,-88
2024-06-26 01:22:48,20,-84
2024-06-26 02:23:41,21,-88
2024-06-26 02:35:22,22,-87
2024-06-26 02:44:32,23,-85
2024-06-26 02:49:32,24,-89
2024-06-26 02:57:53,25,-87
2024-06-26 03:00:23,26,-84
2024-06-26 03:01:13,27,-89
2024-06-26 03:02:53,28,-85
2024-06-26 03:09:33,29,-92
2024-06-26 03:52:55,30,-89
2024-06-26 03:53:45,31,-84
2024-06-26 04:22:57,32,-85
2024-06-26 04:49:39,33,-86
2024-06-26 04:52:08,34,-89
2024-06-26 05:51:22,35,-85
2024-06-26 06:08:02,36,-85
2024-06-26 06:20:33,37,-88
2024-06-26 06:31:24,38,-89
2024-06-26 06:35:34,39,-87
2024-06-26 06:45:34,40,-87
2024-06-26 07:08:56,41,-88
2024-06-26 07:15:36,42,-86
2024-06-26 07:34:47,43,-94
2024-06-26 07:41:27,44,-90
2024-06-26 07:47:18,45,-88
2024-06-26 07:53:08,46,-87
2024-06-26 08:44:00,47,-84
2024-06-26 09:13:12,48,-84
2024-06-26 09:25:43,49,-88
2024-06-26 09:27:23,50,-84
2024-06-26 10:04:04,51,-76
2024-06-26 10:14:05,52,-77
2024-06-26 10:54:07,53,-77
2024-06-26 11:50:00,54,-81
2024-06-26 12:12:31,55,-77
2024-06-26 12:41:42,56,-78
2024-06-26 12:59:13,57,-78
2024-06-26 14:20:07,58,-81
2024-06-26 14:47:39,59,-78
2024-06-26 15:04:20,60,-75
2024-06-26 15:14:20,61,-76
2024-06-26 15:57:43,62,-81
2024-06-26 16:08:33,63,-79
2024-06-26 16:12:43,64,-84
2024-06-26 17:11:06,65,-79
2024-06-26 18:01:59,66,-82
2024-06-26 18:44:31,67,-81
2024-06-26 18:47:51,68,-81
2024-06-26 19:09:32,69,-81
2024-06-26 20:04:35,70,-82
2024-06-26 20:06:15,71,-82
2024-06-26 20:21:16,72,-82
2024-06-26 20:51:17,73,-83
2024-06-26 20:57:08,74,-82
2024-06-26 21:32:10,75,-82
2024-06-26 22:42:13,76,-84
2024-06-26 23:13:05,77,-83
2024-06-27 00:01:27,78,-84
2024-06-27 00:10:38,79,-82
2024-06-27 00:39:49,80,-84
2024-06-27 01:10:41,81,-83
2024-06-27 01:39:52,82,-83
2024-06-27 01:47:23,83,-84
2024-06-27 03:14:57,84,-84
2024-06-27 03:18:17,85,-82
2024-06-27 03:36:39,86,-82
2024-06-27 04:13:20,87,-81
2024-06-27 04:23:21,88,-82
2024-06-27 04:36:41,89,-82
2024-06-27 05:00:02,90,-81
2024-06-27 05:27:34,91,-82
2024-06-27 06:15:56,92,-83
2024-06-27 06:34:17,93,-82
2024-06-27 06:55:08,94,-82
2024-06-27 07:32:40,95,-81
2024-06-27 09:01:05,96,-84
2024-06-27 09:26:56,97,-81
2024-06-27 09:29:26,98,-82
2024-06-27 09:51:57,99,-82
2024-06-27 10:47:50,100,-79
2024-06-27 11:28:42,101,-76
2024-06-28 11:15:45,159,-81
2024-06-28 11:19:56,160,-82
2024-06-28 11:51:37,161,-86
2024-06-28 12:13:18,162,-78
2024-06-28 12:24:59,163,-82
2024-06-28 12:52:30,164,-84
2024-06-28 13:03:21,165,-83
2024-06-28 13:05:01,166,-82
2024-06-28 13:45:53,167,-81
2024-06-28 13:50:03,168,-84
2024-06-28 15:32:50,1,-82
2024-06-28 17:08:42,1,-77
2024-06-28 18:17:56,2,-76
2024-06-28 18:30:26,3,-75
2024-06-28 18:43:47,4,-76
2024-06-28 18:58:48,5,-73
2024-06-28 20:43:53,6,-73
2024-06-28 21:14:45,7,-72
2024-06-28 21:46:27,8,-72
2024-06-28 21:49:47,9,-72
2024-06-28 22:26:29,10,-72
2024-06-28 22:44:50,11,-73
2024-06-28 23:40:42,12,-73
2024-06-29 00:16:34,13,-72
2024-06-29 00:23:15,14,-73
2024-06-29 00:52:26,15,-73
2024-06-29 01:28:18,16,-72
2024-06-29 02:02:29,17,-72
2024-06-29 02:09:10,18,-74
2024-06-29 02:30:01,19,-72
2024-06-29 02:42:32,20,-72
2024-06-29 03:19:14,21,-72
2024-06-29 03:26:44,22,-72
2024-06-29 04:18:26,23,-72
2024-06-29 05:22:40,24,-72
2024-06-29 06:25:13,25,-72
2024-06-29 06:27:43,26,-72
2024-06-29 06:36:04,27,-72
2024-06-29 07:35:16,28,-72
2024-06-29 08:58:41,29,-72
2024-06-29 09:52:04,31,-72
2024-06-29 09:58:44,32,-75
2024-06-29 10:05:24,33,-73
2024-06-29 10:22:55,34,-73
2024-06-29 12:19:41,35,-73
2024-06-29 12:23:01,36,-75
2024-06-29 12:23:51,37,-73
2024-06-29 12:27:11,38,-73
2024-06-29 12:31:22,39,-75
2024-06-29 12:33:52,40,-73
2024-06-29 13:45:36,41,-73
2024-06-29 14:13:57,42,-73
2024-06-29 14:20:37,43,-73
2024-06-29 14:46:29,44,-73
2024-06-29 15:01:30,45,-73
2024-06-29 16:54:05,46,-73
2024-06-29 17:06:36,47,-72
2024-06-29 17:23:17,48,-74
2024-06-29 17:45:48,49,-73
2024-06-29 17:56:38,50,-74
2024-06-29 18:19:59,51,-73
2024-06-29 18:30:50,52,-75
2024-06-29 18:51:41,53,-75
2024-06-29 19:10:52,54,-75
2024-06-29 19:25:53,55,-74
2024-06-29 19:33:23,56,-75
2024-06-29 19:56:44,57,-75
2024-06-29 22:44:23,58,-75
2024-06-29 22:51:54,59,-75
2024-06-29 23:31:05,60,-74
2024-06-29 23:59:27,61,-75
2024-06-30 00:55:20,62,-74
2024-06-30 01:01:10,63,-74
2024-06-30 02:11:14,64,-75
2024-06-30 02:24:34,65,-75
2024-06-30 02:27:05,66,-75
2024-06-30 02:42:05,67,-75
2024-06-30 02:45:25,68,-74
2024-06-30 03:46:19,69,-74
2024-06-30 03:47:58,70,-73
2024-06-30 03:52:59,71,-73
2024-06-30 04:24:41,72,-74
2024-06-30 05:21:23,73,-74
2024-06-30 05:22:13,74,-74
2024-06-30 06:12:16,75,-75
2024-06-30 06:18:06,76,-75
2024-06-30 06:49:48,77,-74
2024-06-30 07:44:51,78,-74
2024-06-30 07:51:31,79,-74
2024-06-30 07:57:22,80,-74
2024-06-30 08:39:04,81,-75
2024-06-30 08:45:44,82,-75
2024-06-30 09:29:06,83,-75
2024-06-30 09:45:47,84,-75
2024-06-30 09:50:47,85,-75
2024-06-30 10:36:39,86,-75
2024-06-30 11:34:12,87,-74
2024-06-30 12:30:55,88,-75
2024-06-30 13:56:00,89,-75
2024-06-30 13:56:50,90,-75
2024-06-30 14:10:11,91,-75
2024-06-30 14:44:22,92,-75
2024-06-30 17:42:51,93,-75
2024-06-30 17:45:21,94,-75
2024-06-30 17:58:42,95,-74
2024-06-30 18:04:32,96,-75
2024-06-30 18:26:13,97,-74
2024-06-30 19:00:25,98,-74
2024-06-30 20:01:18,99,-74
2024-06-30 20:40:30,100,-75
2024-06-30 20:53:51,101,-75
2024-06-30 21:42:14,102,-74
2024-06-30 22:13:05,103,-74
2024-06-30 22:27:16,104,-74
2024-06-30 22:50:37,105,-74
2024-06-30 23:54:50,106,-74
2024-07-01 00:15:41,107,-74
2024-07-01 00:59:54,108,-74
2024-07-01 01:09:54,109,-75
2024-07-01 02:08:17,110,-74
2024-07-01 02:40:49,111,-74
2024-07-01 02:58:20,112,-75
2024-07-01 03:11:40,113,-74
2024-07-01 03:35:01,114,-73
2024-07-01 03:50:52,115,-73
2024-07-01 04:23:24,116,-74
2024-07-01 04:59:16,117,-74
2024-07-01 05:24:17,118,-75
2024-07-01 05:35:58,119,-74
2024-07-01 06:10:10,120,-75
2024-07-01 07:18:33,121,-73
2024-07-01 07:35:14,122,-74
2024-07-01 08:12:46,123,-75
2024-07-01 08:31:07,124,-75
2024-07-01 08:49:28,125,-75
2024-07-01 08:57:48,126,-77
2024-07-01 09:17:49,127,-75
2024-07-01 09:25:19,128,-75
2024-07-01 10:42:53,129,-74
2024-07-01 11:42:06,130,-73
