2024-06-25 17:08:12,1/8,868.0,-87
2024-06-25 17:11:31,1/2,868.0,-86
2024-06-25 17:14:52,2/2,868.0,-85
2024-06-25 17:36:33,1/14,868.0,-77
2024-06-25 17:38:13,2/14,868.0,-76
2024-06-25 17:39:03,3/2,868.0,-85
2024-06-25 17:46:33,4/2,868.0,-86
2024-06-25 17:47:23,3/14,868.0,-75
2024-06-25 17:52:24,2/8,868.0,-81
2024-06-25 17:59:04,3/8,868.0,-84
2024-06-25 18:04:54,4/8,868.0,-82
2024-06-25 18:15:45,4/14,868.0,-76
2024-06-25 18:16:35,5/2,868.0,-88
2024-06-25 18:24:55,5/8,868.0,-83
2024-06-25 18:28:16,5/14,868.0,-76
2024-06-25 18:29:06,6/2,868.0,-85
2024-06-25 18:34:06,7/2,868.0,-87
2024-06-25 18:38:16,8/2,868.0,-85
2024-06-25 18:50:47,6/14,868.0,-75
2024-06-25 18:56:37,9/2,868.0,-87
2024-06-25 19:00:47,7/14,868.0,-75
2024-06-25 19:03:17,8/14,868.0,-74
2024-06-25 19:04:07,9/14,868.0,-75
2024-06-25 19:09:57,6/8,868.0,-81
2024-06-25 19:14:08,10/2,868.0,-86
2024-06-25 19:16:38,7/8,868.0,-79
2024-06-25 19:39:59,11/2,868.0,-85
2024-06-25 19:43:19,12/2,868.0,-85
2024-06-25 19:48:19,13/2,868.0,-85
2024-06-25 19:59:10,14/2,868.0,-86
2024-06-25 20:19:12,8/8,868.0,-79
2024-06-25 20:30:02,10/14,868.0,-76
2024-06-25 20:32:32,9/8,868.0,-82
2024-06-25 20:40:52,10/8,868.0,-81
2024-06-25 20:52:33,15/2,868.0,-88
2024-06-25 21:20:54,11/14,868.0,-75
2024-06-25 21:28:25,11/8,868.0,-79
2024-06-25 21:30:55,12/14,868.0,-75
2024-06-25 21:44:15,16/2,868.0,-85
2024-06-25 21:52:36,17/2,868.0,-87
2024-06-25 22:00:06,18/2,868.0,-85
2024-06-25 22:11:47,19/2,868.0,-87
2024-06-25 22:27:38,20/2,868.0,-86
2024-06-25 22:28:28,13/14,868.0,-75
2024-06-25 22:46:49,21/2,868.0,-89
2024-06-25 22:52:39,14/14,868.0,-75
2024-06-25 22:54:19,22/2,868.0,-87
2024-06-25 22:59:20,23/2,868.0,-86
2024-06-25 23:21:01,15/14,868.0,-75
2024-06-25 23:48:32,24/2,868.0,-87
2024-06-25 23:51:02,25/2,868.0,-85
2024-06-25 23:55:12,16/14,868.0,-75
2024-06-26 00:11:03,17/14,868.0,-75
2024-06-26 00:30:14,18/14,868.0,-76
2024-06-26 00:39:25,12/8,868.0,-79
2024-06-26 00:41:04,13/8,868.0,-79
2024-06-26 01:00:15,19/14,868.0,-75
2024-06-26 01:12:46,14/8,868.0,-81
2024-06-26 01:15:16,26/2,868.0,-88
2024-06-26 01:58:38,15/8,868.0,-81
2024-06-26 02:01:59,27/2,868.0,-85
2024-06-26 02:04:29,20/14,868.0,-75
2024-06-26 02:15:19,21/14,868.0,-75
2024-06-26 02:25:20,28/2,868.0,-86
2024-06-26 02:32:00,16/8,868.0,-79
2024-06-26 02:33:40,29/2,868.0,-85
2024-06-26 03:06:12,22/14,868.0,-75
2024-06-26 03:12:52,30/2,868.0,-88
2024-06-26 03:27:03,31/2,868.0,-86
2024-06-26 03:55:24,23/14,868.0,-75
2024-06-26 03:57:55,17/8,868.0,-82
2024-06-26 04:09:35,24/14,868.0,-76
2024-06-26 04:30:26,25/14,868.0,-75
2024-06-26 04:39:37,26/14,868.0,-75
2024-06-26 04:59:38,18/8,868.0,-81
2024-06-26 05:14:39,32/2,868.0,-86
