DR6,2024-07-24 08:11:17,265/2,866.1,-106,0,3,8
DR0,2024-07-24 08:12:09,78/14,865.9,-107,417,8,5
DR0,2024-07-24 08:12:59,60/2,866.1,-111,415,3,6
DR8,2024-07-24 08:13:50,255/8,868.0,-110,323,0,4
DR8,2024-07-24 08:14:40,279/14,868.0,-103,323,0,4
DR0,2024-07-24 08:15:29,64/8,865.9,-107,417,8,5
DR9,2024-07-24 08:16:19,260/8,868.0,-108,327,0,4
DR1,2024-07-24 08:17:08,62/14,866.1,-98,410,15,6
DR1,2024-07-24 08:17:58,53/8,865.9,-107,411,8,5
DR5,2024-07-24 08:18:47,73/8,866.3,-101,402,1,7
DR2,2024-07-24 08:19:38,68/2,866.1,-110,406,4,6
DR8,2024-07-24 08:20:30,256/8,868.0,-108,326,0,4
DR1,2024-07-24 08:21:18,63/14,866.1,-99,410,15,6
DR11,2024-07-24 08:22:09,241/8,868.6,-116,-1636,0,6
DR11,2024-07-24 08:23:50,242/8,868.6,-113,-1630,0,6
DR9,2024-07-24 08:24:39,261/8,868.0,-112,322,0,4
DR6,2024-07-24 08:25:27,266/14,866.1,-97,0,9,8
DR9,2024-07-24 08:26:19,266/14,868.0,-102,321,0,4
DR8,2024-07-24 08:27:11,250/2,868.0,-112,325,0,4
DR9,2024-07-24 08:28:00,240/2,868.0,-113,326,0,4
DR6,2024-07-24 08:28:48,267/14,866.1,-95,0,9,8
DR3,2024-07-24 08:29:38,83/8,866.3,-102,403,7,7
DR0,2024-07-24 08:31:20,65/8,865.9,-110,415,4,5
DR1,2024-07-24 08:32:59,74/2,866.1,-94,409,-18,6
