2024-06-25 23:30:50,1.0,15,15,2024-06-25 17:25:31
2024-06-26 05:06:58,1.0,10,10,2024-06-25 23:30:50
2024-06-26 11:22:17,1.0,14,14,2024-06-26 05:06:58
2024-06-26 16:54:15,1.0,11,11,2024-06-26 11:22:17
2024-06-26 22:59:33,1.0,10,10,2024-06-26 16:54:15
2024-06-27 04:50:42,1.0,15,15,2024-06-26 22:59:33
2024-06-27 11:04:22,1.0,9,9,2024-06-27 04:50:42
2024-06-28 16:44:14,0.08888888888888889,12,135,2024-06-28 11:06:27
2024-06-28 23:06:14,1.0,16,16,2024-06-28 16:44:14
2024-06-29 04:46:32,1.0,6,6,2024-06-28 23:06:14
2024-06-29 11:30:13,1.0,9,9,2024-06-29 04:46:32
2024-07-03 22:53:32,1.0,16,16,2024-07-03 17:08:14
2024-07-04 04:28:50,1.0,14,14,2024-07-03 22:53:32
2024-07-04 10:16:38,1.0,9,9,2024-07-04 04:28:50
