DR8,2024-07-25 19:55:53,118,868.0,-132,457,0,4,1/3
DR0,2024-07-25 19:55:58,118,865.9,-114,526,-14,5,4/5
DR9,2024-07-25 19:56:04,119,868.0,-131,443,0,4,4/6
DR8,2024-07-25 19:56:12,120,868.0,-124,429,0,4,1/3
DR9,2024-07-25 19:56:22,121,868.0,-132,454,0,4,4/6
DR0,2024-07-25 19:56:25,121,865.9,-120,0,-10,5,4/5
DR8,2024-07-25 19:56:30,122,868.0,-132,440,0,4,1/3
DR9,2024-07-25 19:56:31,122,868.0,-123,445,0,4,4/6
DR8,2024-07-25 19:56:38,123,868.0,-135,442,0,4,1/3
DR8,2024-07-25 19:56:47,124,868.0,-130,442,0,4,1/3
DR8,2024-07-25 19:56:56,125,868.0,-130,444,0,4,1/3
DR8,2024-07-25 19:57:05,126,868.0,-134,449,0,4,1/3
DR9,2024-07-25 19:57:07,126,868.0,-125,447,0,4,4/6
DR8,2024-07-25 19:57:15,127,868.0,-127,438,0,4,1/3
DR8,2024-07-25 19:57:24,128,868.0,-136,437,0,4,1/3
DR8,2024-07-25 19:57:33,129,868.0,-137,439,0,4,1/3
DR8,2024-07-25 19:57:51,131,868.0,-134,452,0,4,1/3
DR0,2024-07-25 19:57:56,131,865.9,-112,529,-18,5,4/5
DR8,2024-07-25 19:58:36,136,868.0,-137,476,0,4,1/3
DR0,2024-07-25 19:58:41,136,865.9,-117,0,-18,5,4/5
DR8,2024-07-25 19:58:45,137,868.0,-132,459,0,4,1/3
DR9,2024-07-25 19:58:47,137,868.0,-133,458,0,4,4/6
DR8,2024-07-25 19:59:03,139,868.0,-135,447,0,4,1/3
DR8,2024-07-25 19:59:12,140,868.0,-136,448,0,4,1/3
DR0,2024-07-25 19:59:17,140,865.9,-112,532,-21,5,4/5
DR8,2024-07-25 19:59:21,141,868.0,-129,445,0,4,1/3
DR9,2024-07-25 19:59:23,141,868.0,-134,440,0,4,4/6
DR8,2024-07-25 19:59:30,142,868.0,-140,455,0,4,1/3
DR9,2024-07-25 19:59:32,142,868.0,-130,442,0,4,4/6
DR8,2024-07-25 20:00:15,147,868.0,-136,455,0,4,1/3
DR8,2024-07-25 20:00:43,150,868.0,-134,431,0,4,1/3
DR8,2024-07-25 20:01:19,154,868.0,-130,445,0,4,1/3
DR0,2024-07-25 20:01:33,155,865.9,-116,528,-25,5,4/5
DR9,2024-07-25 20:01:39,156,868.0,-132,446,0,4,4/6
DR8,2024-07-25 20:01:46,157,868.0,-136,446,0,4,1/3
DR0,2024-07-25 20:01:51,157,865.9,-116,525,-10,5,4/5
DR8,2024-07-25 20:01:55,158,868.0,-130,442,0,4,1/3
DR8,2024-07-25 20:02:04,159,868.0,-133,450,0,4,1/3
DR8,2024-07-25 20:02:49,164,868.0,-134,453,0,4,1/3
DR8,2024-07-25 20:03:16,167,868.0,-138,440,0,4,1/3
DR9,2024-07-25 20:03:18,167,868.0,-130,451,0,4,4/6
DR8,2024-07-25 20:03:34,169,868.0,-134,460,0,4,1/3
DR8,2024-07-25 20:04:02,172,868.0,-137,442,0,4,1/3
DR8,2024-07-25 20:04:11,173,868.0,-131,458,0,4,1/3
DR8,2024-07-25 20:05:05,179,868.0,-137,462,0,4,1/3
DR8,2024-07-25 20:05:32,182,868.0,-132,429,0,4,1/3
DR8,2024-07-25 20:05:50,184,868.0,-128,424,0,4,1/3
DR0,2024-07-25 20:05:55,184,865.9,-114,519,-14,5,4/5
DR8,2024-07-25 20:05:59,185,868.0,-127,436,0,4,1/3
DR8,2024-07-25 20:06:08,186,868.0,-125,439,0,4,1/3
DR9,2024-07-25 20:06:10,186,868.0,-126,442,0,4,4/6
DR8,2024-07-25 20:13:04,232,868.0,-134,441,0,4,1/3
DR8,2024-07-25 20:13:13,233,868.0,-137,448,0,4,1/3
DR8,2024-07-25 20:13:50,237,868.0,-137,432,0,4,1/3
DR9,2024-07-25 20:13:51,237,868.0,-131,457,0,4,4/6
DR8,2024-07-25 20:13:58,238,868.0,-136,452,0,4,1/3
DR8,2024-07-25 20:14:08,239,868.0,-135,440,0,4,1/3
DR9,2024-07-25 20:14:46,243,868.0,-134,444,0,4,4/6
DR8,2024-07-25 20:16:14,253,868.0,-137,429,0,4,1/3
