DR0,2024-07-25 19:37:58,  ,868.3,-70,540,15,20,4/5
DR8,2024-07-25 19:38:02,1,868.0,-71,449,0,4,1/3
DR0,2024-07-25 19:38:11,  ,868.3,-73,538,15,20,4/5
DR8,2024-07-25 19:38:15,1,868.0,-70,447,0,4,1/3
DR9,2024-07-25 19:38:17,1,868.0,-73,453,0,4,4/6
DR0,2024-07-25 19:38:20,1,865.9,-64,533,15,5,4/5
DR8,2024-07-25 19:38:24,2,868.0,-67,451,0,4,1/3
DR9,2024-07-25 19:38:26,2,868.0,-70,448,0,4,4/6
DR0,2024-07-25 19:38:29,2,865.9,-64,534,15,5,4/5
DR8,2024-07-25 19:38:33,3,868.0,-69,436,0,4,1/3
DR9,2024-07-25 19:38:35,3,868.0,-68,446,0,4,4/6
DR0,2024-07-25 19:38:38,3,865.9,-68,532,14,5,4/5
DR8,2024-07-25 19:38:43,4,868.0,-72,437,0,4,1/3
DR9,2024-07-25 19:38:44,4,868.0,-71,455,0,4,4/6
DR0,2024-07-25 19:38:47,4,865.9,-81,538,8,5,4/5
DR8,2024-07-25 19:38:51,5,868.0,-73,444,0,4,1/3
DR9,2024-07-25 19:38:53,5,868.0,-69,440,0,4,4/6
DR0,2024-07-25 19:38:56,5,865.9,-67,531,10,5,4/5
DR8,2024-07-25 19:39:00,6,868.0,-67,437,0,4,1/3
DR9,2024-07-25 19:39:02,6,868.0,-66,441,0,4,4/6
DR0,2024-07-25 19:39:05,6,865.9,-76,532,13,5,4/5
DR8,2024-07-25 19:39:09,7,868.0,-64,435,0,4,1/3
DR9,2024-07-25 19:39:11,7,868.0,-69,444,0,4,4/6
DR0,2024-07-25 19:39:14,7,865.9,-62,533,15,5,4/5
DR8,2024-07-25 19:39:18,8,868.0,-66,434,0,4,1/3
DR9,2024-07-25 19:39:20,8,868.0,-72,440,0,4,4/6
DR0,2024-07-25 19:39:23,8,865.9,-65,528,14,5,4/5
DR8,2024-07-25 19:39:27,9,868.0,-65,440,0,4,1/3
DR9,2024-07-25 19:39:29,9,868.0,-65,434,0,4,4/6
DR0,2024-07-25 19:39:32,9,865.9,-65,529,14,5,4/5
DR8,2024-07-25 19:39:36,10,868.0,-68,446,0,4,1/3
DR9,2024-07-25 19:39:38,10,868.0,-69,444,0,4,4/6
DR0,2024-07-25 19:39:41,10,865.9,-68,534,15,5,4/5
DR8,2024-07-25 19:39:46,11,868.0,-67,441,0,4,1/3
DR9,2024-07-25 19:39:47,11,868.0,-72,450,0,4,4/6
DR0,2024-07-25 19:39:50,11,865.9,-77,534,15,5,4/5
DR8,2024-07-25 19:39:54,12,868.0,-68,448,0,4,1/3
DR9,2024-07-25 19:39:56,12,868.0,-70,448,0,4,4/6
DR0,2024-07-25 19:39:59,12,865.9,-71,529,15,5,4/5
DR8,2024-07-25 19:40:04,13,868.0,-71,428,0,4,1/3
DR9,2024-07-25 19:40:05,13,868.0,-65,441,0,4,4/6
DR0,2024-07-25 19:40:08,13,865.9,-68,533,14,5,4/5
DR8,2024-07-25 19:40:12,14,868.0,-76,449,0,4,1/3
DR9,2024-07-25 19:40:15,14,868.0,-76,443,0,4,4/6
DR0,2024-07-25 19:40:17,14,865.9,-82,549,8,5,4/5
DR8,2024-07-25 19:40:21,15,868.0,-80,440,0,4,1/3
DR9,2024-07-25 19:40:24,15,868.0,-81,433,0,4,4/6
DR0,2024-07-25 19:40:26,15,865.9,-78,522,9,5,4/5
DR8,2024-07-25 19:40:30,16,868.0,-75,438,0,4,1/3
DR9,2024-07-25 19:40:33,16,868.0,-68,444,0,4,4/6
DR0,2024-07-25 19:40:35,16,865.9,-80,530,10,5,4/5
DR8,2024-07-25 19:40:40,17,868.0,-78,429,0,4,1/3
DR9,2024-07-25 19:40:42,17,868.0,-82,434,0,4,4/6
DR0,2024-07-25 19:40:45,17,865.9,-81,526,13,5,4/5
DR8,2024-07-25 19:40:49,18,868.0,-82,440,0,4,1/3
DR9,2024-07-25 19:40:51,18,868.0,-89,445,0,4,4/6
DR0,2024-07-25 19:40:54,18,865.9,-92,529,8,5,4/5
DR8,2024-07-25 19:40:58,19,868.0,-93,442,0,4,1/3
DR9,2024-07-25 19:41:00,19,868.0,-87,423,0,4,4/6
DR0,2024-07-25 19:41:03,19,865.9,-91,521,7,5,4/5
DR8,2024-07-25 19:41:07,20,868.0,-95,450,0,4,1/3
DR9,2024-07-25 19:41:09,20,868.0,-100,448,0,4,4/6
DR0,2024-07-25 19:41:12,20,865.9,-96,518,5,5,4/5
DR8,2024-07-25 19:41:16,21,868.0,-94,436,0,4,1/3
DR9,2024-07-25 19:41:18,21,868.0,-98,442,0,4,4/6
DR0,2024-07-25 19:41:21,21,865.9,-100,518,5,5,4/5
DR8,2024-07-25 19:41:25,22,868.0,-101,429,0,4,1/3
DR9,2024-07-25 19:41:27,22,868.0,-108,447,0,4,4/6
DR0,2024-07-25 19:41:30,22,865.9,-104,529,3,5,4/5
DR8,2024-07-25 19:41:34,23,868.0,-98,442,0,4,1/3
DR9,2024-07-25 19:41:36,23,868.0,-99,440,0,4,4/6
DR0,2024-07-25 19:41:39,23,865.9,-104,529,-1,5,4/5
DR8,2024-07-25 19:41:43,24,868.0,-105,443,0,4,1/3
DR9,2024-07-25 19:41:45,24,868.0,-97,443,0,4,4/6
DR0,2024-07-25 19:41:48,24,865.9,-99,0,8,5,4/5
DR8,2024-07-25 19:41:52,25,868.0,-107,438,0,4,1/3
DR9,2024-07-25 19:41:54,25,868.0,-105,441,0,4,4/6
DR0,2024-07-25 19:41:57,25,865.9,-108,522,4,5,4/5
DR8,2024-07-25 19:42:01,26,868.0,-110,431,0,4,1/3
DR9,2024-07-25 19:42:03,26,868.0,-108,442,0,4,4/6
DR0,2024-07-25 19:42:06,26,865.9,-111,543,-1,5,4/5
DR8,2024-07-25 19:42:10,27,868.0,-110,434,0,4,1/3
DR9,2024-07-25 19:42:12,27,868.0,-117,437,0,4,4/6
DR0,2024-07-25 19:42:15,27,865.9,-111,524,-8,5,4/5
DR8,2024-07-25 19:42:19,28,868.0,-120,448,0,4,1/3
DR9,2024-07-25 19:42:21,28,868.0,-120,451,0,4,4/6
DR0,2024-07-25 19:42:24,28,865.9,-113,520,1,5,4/5
DR8,2024-07-25 19:42:28,29,868.0,-112,438,0,4,1/3
DR9,2024-07-25 19:42:30,29,868.0,-109,442,0,4,4/6
DR0,2024-07-25 19:42:33,29,865.9,-107,0,2,5,4/5
DR8,2024-07-25 19:42:37,30,868.0,-117,454,0,4,1/3
DR9,2024-07-25 19:42:39,30,868.0,-114,438,0,4,4/6
DR8,2024-07-25 19:42:47,31,868.0,-117,435,0,4,1/3
DR9,2024-07-25 19:42:48,31,868.0,-121,459,0,4,4/6
DR0,2024-07-25 19:42:51,31,865.9,-114,519,-6,5,4/5
DR8,2024-07-25 19:42:56,32,868.0,-118,444,0,4,1/3
DR9,2024-07-25 19:42:57,32,868.0,-117,443,0,4,4/6
DR0,2024-07-25 19:43:00,32,865.9,-109,522,-5,5,4/5
DR8,2024-07-25 19:43:04,33,868.0,-119,438,0,4,1/3
DR9,2024-07-25 19:43:06,33,868.0,-116,449,0,4,4/6
DR8,2024-07-25 19:43:13,34,868.0,-117,455,0,4,1/3
DR9,2024-07-25 19:43:16,34,868.0,-110,431,0,4,4/6
DR0,2024-07-25 19:43:18,34,865.9,-109,527,-10,5,4/5
DR8,2024-07-25 19:43:22,35,868.0,-117,455,0,4,1/3
DR9,2024-07-25 19:43:24,35,868.0,-113,454,0,4,4/6
DR0,2024-07-25 19:43:27,35,865.9,-111,533,-6,5,4/5
DR8,2024-07-25 19:43:31,36,868.0,-114,450,0,4,1/3
DR9,2024-07-25 19:43:34,36,868.0,-112,446,0,4,4/6
DR0,2024-07-25 19:43:36,36,865.9,-109,554,-3,5,4/5
DR8,2024-07-25 19:43:41,37,868.0,-111,459,0,4,1/3
DR9,2024-07-25 19:43:43,37,868.0,-112,438,0,4,4/6
DR0,2024-07-25 19:43:45,37,865.9,-116,0,4,5,4/5
DR8,2024-07-25 19:43:50,38,868.0,-111,435,0,4,1/3
DR0,2024-07-25 19:43:54,38,865.9,-111,538,2,5,4/5
DR8,2024-07-25 19:43:59,39,868.0,-108,454,0,4,1/3
DR0,2024-07-25 19:44:04,39,865.9,-107,518,-8,5,4/5
DR8,2024-07-25 19:44:08,40,868.0,-117,433,0,4,1/3
DR9,2024-07-25 19:44:09,40,868.0,-109,440,0,4,4/6
DR0,2024-07-25 19:44:13,40,865.9,-112,517,-8,5,4/5
DR8,2024-07-25 19:44:17,41,868.0,-119,442,0,4,1/3
DR9,2024-07-25 19:44:19,41,868.0,-109,428,0,4,4/6
DR0,2024-07-25 19:44:22,41,865.9,-110,520,-5,5,4/5
DR8,2024-07-25 19:44:26,42,868.0,-112,442,0,4,1/3
DR9,2024-07-25 19:44:28,42,868.0,-118,460,0,4,4/6
DR0,2024-07-25 19:44:31,42,865.9,-111,532,-8,5,4/5
DR8,2024-07-25 19:44:35,43,868.0,-112,431,0,4,1/3
DR9,2024-07-25 19:44:37,43,868.0,-111,448,0,4,4/6
DR0,2024-07-25 19:44:40,43,865.9,-105,539,-3,5,4/5
DR8,2024-07-25 19:44:44,44,868.0,-108,455,0,4,1/3
DR9,2024-07-25 19:44:46,44,868.0,-107,439,0,4,4/6
DR0,2024-07-25 19:44:49,44,865.9,-107,519,4,5,4/5
DR8,2024-07-25 19:44:53,45,868.0,-112,440,0,4,1/3
DR9,2024-07-25 19:44:55,45,868.0,-114,441,0,4,4/6
DR0,2024-07-25 19:44:58,45,865.9,-107,523,0,5,4/5
DR8,2024-07-25 19:45:02,46,868.0,-111,452,0,4,1/3
DR9,2024-07-25 19:45:04,46,868.0,-109,447,0,4,4/6
DR0,2024-07-25 19:45:07,46,865.9,-112,521,1,5,4/5
DR8,2024-07-25 19:45:11,47,868.0,-120,436,0,4,1/3
DR9,2024-07-25 19:45:13,47,868.0,-118,453,0,4,4/6
DR0,2024-07-25 19:45:16,47,865.9,-107,535,-2,5,4/5
DR8,2024-07-25 19:45:20,48,868.0,-102,455,0,4,1/3
DR9,2024-07-25 19:45:22,48,868.0,-103,448,0,4,4/6
DR0,2024-07-25 19:45:25,48,865.9,-105,540,0,5,4/5
DR8,2024-07-25 19:45:29,49,868.0,-109,450,0,4,1/3
DR9,2024-07-25 19:45:31,49,868.0,-105,428,0,4,4/6
DR0,2024-07-25 19:45:34,49,865.9,-105,537,-1,5,4/5
DR8,2024-07-25 19:45:38,50,868.0,-105,430,0,4,1/3
DR9,2024-07-25 19:45:41,50,868.0,-100,431,0,4,4/6
DR0,2024-07-25 19:45:43,50,865.9,-105,520,4,5,4/5
DR8,2024-07-25 19:45:47,51,868.0,-104,449,0,4,1/3
DR9,2024-07-25 19:45:49,51,868.0,-98,433,0,4,4/6
DR0,2024-07-25 19:45:52,51,865.9,-101,520,5,5,4/5
DR8,2024-07-25 19:45:56,52,868.0,-105,433,0,4,1/3
DR9,2024-07-25 19:45:58,52,868.0,-102,455,0,4,4/6
DR0,2024-07-25 19:46:01,52,865.9,-104,529,12,5,4/5
DR8,2024-07-25 19:46:05,53,868.0,-109,425,0,4,1/3
DR9,2024-07-25 19:46:07,53,868.0,-108,429,0,4,4/6
DR0,2024-07-25 19:46:10,53,865.9,-110,517,-3,5,4/5
DR8,2024-07-25 19:46:14,54,868.0,-113,426,0,4,1/3
DR9,2024-07-25 19:46:17,54,868.0,-110,427,0,4,4/6
DR0,2024-07-25 19:46:19,54,865.9,-112,521,-6,5,4/5
DR8,2024-07-25 19:46:23,55,868.0,-119,443,0,4,1/3
DR9,2024-07-25 19:46:26,55,868.0,-112,435,0,4,4/6
DR8,2024-07-25 19:46:33,56,868.0,-123,434,0,4,1/3
DR0,2024-07-25 19:46:37,56,865.9,-110,528,-7,5,4/5
DR8,2024-07-25 19:46:41,57,868.0,-117,446,0,4,1/3
DR9,2024-07-25 19:46:43,57,868.0,-118,448,0,4,4/6
DR0,2024-07-25 19:46:46,57,865.9,-109,521,-11,5,4/5
DR8,2024-07-25 19:46:51,58,868.0,-120,424,0,4,1/3
DR9,2024-07-25 19:46:52,58,868.0,-120,435,0,4,4/6
DR0,2024-07-25 19:46:55,58,865.9,-111,533,-12,5,4/5
DR8,2024-07-25 19:47:00,59,868.0,-123,441,0,4,1/3
DR9,2024-07-25 19:47:01,59,868.0,-124,449,0,4,4/6
DR0,2024-07-25 19:47:04,59,865.9,-116,0,-6,5,4/5
DR8,2024-07-25 19:47:09,60,868.0,-116,430,0,4,1/3
DR9,2024-07-25 19:47:11,60,868.0,-127,438,0,4,4/6
DR0,2024-07-25 19:47:13,60,865.9,-109,521,-16,5,4/5
DR8,2024-07-25 19:47:18,61,868.0,-123,433,0,4,1/3
DR9,2024-07-25 19:47:20,61,868.0,-132,449,0,4,4/6
DR0,2024-07-25 19:47:22,61,865.9,-109,533,-19,5,4/5
DR8,2024-07-25 19:47:27,62,868.0,-123,426,0,4,1/3
DR9,2024-07-25 19:47:29,62,868.0,-124,428,0,4,4/6
DR0,2024-07-25 19:47:31,62,865.9,-117,527,-16,5,4/5
DR8,2024-07-25 19:47:36,63,868.0,-131,445,0,4,1/3
DR9,2024-07-25 19:47:38,63,868.0,-128,438,0,4,4/6
DR0,2024-07-25 19:47:41,63,865.9,-117,0,-12,5,4/5
DR8,2024-07-25 19:47:45,64,868.0,-129,441,0,4,1/3
DR9,2024-07-25 19:47:47,64,868.0,-128,431,0,4,4/6
DR0,2024-07-25 19:47:50,64,865.9,-112,533,-16,5,4/5
DR8,2024-07-25 19:47:54,65,868.0,-136,448,0,4,1/3
DR9,2024-07-25 19:47:56,65,868.0,-128,438,0,4,4/6
DR0,2024-07-25 19:47:59,65,865.9,-112,529,-17,5,4/5
DR8,2024-07-25 19:48:03,66,868.0,-129,444,0,4,1/3
DR8,2024-07-25 19:48:12,67,868.0,-126,447,0,4,1/3
DR9,2024-07-25 19:48:14,67,868.0,-124,445,0,4,4/6
DR0,2024-07-25 19:48:17,67,865.9,-112,521,-14,5,4/5
DR8,2024-07-25 19:48:21,68,868.0,-126,441,0,4,1/3
DR9,2024-07-25 19:48:23,68,868.0,-123,432,0,4,4/6
DR0,2024-07-25 19:48:26,68,865.9,-114,525,-13,5,4/5
DR8,2024-07-25 19:48:30,69,868.0,-127,439,0,4,1/3
DR9,2024-07-25 19:48:32,69,868.0,-121,440,0,4,4/6
DR0,2024-07-25 19:48:35,69,865.9,-110,539,-21,5,4/5
DR8,2024-07-25 19:48:39,70,868.0,-126,451,0,4,1/3
DR9,2024-07-25 19:48:41,70,868.0,-124,442,0,4,4/6
DR0,2024-07-25 19:48:44,70,865.9,-108,539,-18,5,4/5
DR8,2024-07-25 19:48:48,71,868.0,-124,434,0,4,1/3
DR0,2024-07-25 19:48:53,71,865.9,-116,521,-8,5,4/5
DR8,2024-07-25 19:48:57,72,868.0,-122,443,0,4,1/3
DR9,2024-07-25 19:48:59,72,868.0,-125,432,0,4,4/6
DR0,2024-07-25 19:49:02,72,865.9,-109,522,-17,5,4/5
DR8,2024-07-25 19:49:06,73,868.0,-121,437,0,4,1/3
DR9,2024-07-25 19:49:08,73,868.0,-128,435,0,4,4/6
DR0,2024-07-25 19:49:11,73,865.9,-113,529,-17,5,4/5
DR8,2024-07-25 19:49:15,74,868.0,-127,450,0,4,1/3
DR9,2024-07-25 19:49:17,74,868.0,-124,443,0,4,4/6
DR0,2024-07-25 19:49:20,74,865.9,-108,522,-23,5,4/5
DR8,2024-07-25 19:49:25,75,868.0,-125,430,0,4,1/3
DR0,2024-07-25 19:49:29,75,865.9,-119,0,-10,5,4/5
DR8,2024-07-25 19:49:34,76,868.0,-127,436,0,4,1/3
DR9,2024-07-25 19:49:35,76,868.0,-132,454,0,4,4/6
DR0,2024-07-25 19:49:38,76,865.9,-112,520,-18,5,4/5
DR8,2024-07-25 19:49:43,77,868.0,-123,428,0,4,1/3
DR0,2024-07-25 19:49:47,77,865.9,-112,520,-21,5,4/5
DR8,2024-07-25 19:49:51,78,868.0,-128,442,0,4,1/3
DR9,2024-07-25 19:49:53,78,868.0,-130,450,0,4,4/6
DR0,2024-07-25 19:49:56,78,865.9,-116,548,-13,5,4/5
DR8,2024-07-25 19:50:01,79,868.0,-126,444,0,4,1/3
DR9,2024-07-25 19:50:03,79,868.0,-125,432,0,4,4/6
DR0,2024-07-25 19:50:05,79,865.9,-116,519,-11,5,4/5
DR8,2024-07-25 19:50:09,80,868.0,-127,442,0,4,1/3
DR9,2024-07-25 19:50:11,80,868.0,-129,436,0,4,4/6
DR8,2024-07-25 19:50:19,81,868.0,-123,444,0,4,1/3
DR9,2024-07-25 19:50:20,81,868.0,-126,438,0,4,4/6
DR0,2024-07-25 19:50:23,81,865.9,-116,519,-10,5,4/5
DR8,2024-07-25 19:50:28,82,868.0,-122,458,0,4,1/3
DR9,2024-07-25 19:50:29,82,868.0,-124,442,0,4,4/6
DR0,2024-07-25 19:50:32,82,865.9,-108,519,-20,5,4/5
DR8,2024-07-25 19:50:37,83,868.0,-122,429,0,4,1/3
DR9,2024-07-25 19:50:39,83,868.0,-124,429,0,4,4/6
DR0,2024-07-25 19:50:41,83,865.9,-114,0,-14,5,4/5
DR8,2024-07-25 19:50:46,84,868.0,-129,439,0,4,1/3
DR9,2024-07-25 19:50:47,84,868.0,-126,442,0,4,4/6
DR0,2024-07-25 19:50:50,84,865.9,-113,519,-22,5,4/5
DR8,2024-07-25 19:50:55,85,868.0,-128,438,0,4,1/3
DR0,2024-07-25 19:51:00,85,865.9,-116,548,-14,5,4/5
DR8,2024-07-25 19:51:04,86,868.0,-129,446,0,4,1/3
DR9,2024-07-25 19:51:05,86,868.0,-124,447,0,4,4/6
DR0,2024-07-25 19:51:09,86,865.9,-116,530,-14,5,4/5
DR8,2024-07-25 19:51:13,87,868.0,-131,455,0,4,1/3
DR9,2024-07-25 19:51:15,87,868.0,-131,443,0,4,4/6
DR0,2024-07-25 19:51:18,87,865.9,-116,535,-15,5,4/5
DR8,2024-07-25 19:51:22,88,868.0,-126,440,0,4,1/3
DR9,2024-07-25 19:51:24,88,868.0,-125,447,0,4,4/6
DR0,2024-07-25 19:51:27,88,865.9,-114,532,-12,5,4/5
DR8,2024-07-25 19:51:31,89,868.0,-135,453,0,4,1/3
DR9,2024-07-25 19:51:33,89,868.0,-134,451,0,4,4/6
DR0,2024-07-25 19:51:36,89,865.9,-110,523,-17,5,4/5
DR8,2024-07-25 19:51:40,90,868.0,-130,441,0,4,1/3
DR9,2024-07-25 19:51:42,90,868.0,-122,427,0,4,4/6
DR0,2024-07-25 19:51:45,90,865.9,-116,524,-11,5,4/5
DR9,2024-07-25 19:51:51,91,868.0,-122,438,0,4,4/6
DR0,2024-07-25 19:51:54,91,865.9,-109,522,-21,5,4/5
DR8,2024-07-25 19:51:58,92,868.0,-119,440,0,4,1/3
DR9,2024-07-25 19:52:00,92,868.0,-126,437,0,4,4/6
DR8,2024-07-25 19:52:07,93,868.0,-128,440,0,4,1/3
DR9,2024-07-25 19:52:09,93,868.0,-127,436,0,4,4/6
DR0,2024-07-25 19:52:12,93,865.9,-113,531,-20,5,4/5
DR8,2024-07-25 19:52:16,94,868.0,-127,435,0,4,1/3
DR9,2024-07-25 19:52:18,94,868.0,-126,442,0,4,4/6
DR8,2024-07-25 19:52:25,95,868.0,-125,431,0,4,1/3
DR9,2024-07-25 19:52:27,95,868.0,-127,445,0,4,4/6
DR0,2024-07-25 19:52:30,95,865.9,-115,524,-13,5,4/5
DR8,2024-07-25 19:52:34,96,868.0,-129,437,0,4,1/3
DR9,2024-07-25 19:52:36,96,868.0,-127,453,0,4,4/6
DR0,2024-07-25 19:52:39,96,865.9,-108,536,-20,5,4/5
DR8,2024-07-25 19:52:43,97,868.0,-126,445,0,4,1/3
DR0,2024-07-25 19:52:48,97,865.9,-117,533,-9,5,4/5
DR8,2024-07-25 19:52:52,98,868.0,-119,441,0,4,1/3
DR0,2024-07-25 19:52:57,98,865.9,-115,529,-11,5,4/5
DR8,2024-07-25 19:53:02,99,868.0,-116,429,0,4,1/3
DR9,2024-07-25 19:53:03,99,868.0,-118,444,0,4,4/6
DR0,2024-07-25 19:53:06,99,865.9,-111,524,-6,5,4/5
DR8,2024-07-25 19:53:10,100,868.0,-117,444,0,4,1/3
DR9,2024-07-25 19:53:13,100,868.0,-118,428,0,4,4/6
DR0,2024-07-25 19:53:15,100,865.9,-116,534,-14,5,4/5
DR8,2024-07-25 19:53:20,101,868.0,-123,447,0,4,1/3
DR9,2024-07-25 19:53:21,101,868.0,-129,441,0,4,4/6
DR0,2024-07-25 19:53:24,101,865.9,-113,525,-19,5,4/5
DR8,2024-07-25 19:53:28,102,868.0,-130,447,0,4,1/3
DR9,2024-07-25 19:53:30,102,868.0,-131,444,0,4,4/6
DR0,2024-07-25 19:53:33,102,865.9,-113,552,-19,5,4/5
DR8,2024-07-25 19:53:37,103,868.0,-132,449,0,4,1/3
DR0,2024-07-25 19:53:42,103,865.9,-116,525,-9,5,4/5
DR8,2024-07-25 19:53:46,104,868.0,-126,445,0,4,1/3
DR9,2024-07-25 19:53:48,104,868.0,-130,450,0,4,4/6
DR0,2024-07-25 19:53:51,104,865.9,-107,529,-19,5,4/5
DR8,2024-07-25 19:53:55,105,868.0,-122,447,0,4,1/3
DR9,2024-07-25 19:53:58,105,868.0,-122,437,0,4,4/6
DR8,2024-07-25 19:54:05,106,868.0,-125,436,0,4,1/3
DR9,2024-07-25 19:54:07,106,868.0,-128,453,0,4,4/6
DR0,2024-07-25 19:54:09,106,865.9,-114,528,-8,5,4/5
DR8,2024-07-25 19:54:13,107,868.0,-131,450,0,4,1/3
DR9,2024-07-25 19:54:16,107,868.0,-127,445,0,4,4/6
DR0,2024-07-25 19:54:18,107,865.9,-108,524,-18,5,4/5
DR8,2024-07-25 19:54:23,108,868.0,-120,438,0,4,1/3
DR9,2024-07-25 19:54:25,108,868.0,-123,438,0,4,4/6
DR0,2024-07-25 19:54:28,108,865.9,-115,526,-7,5,4/5
DR8,2024-07-25 19:54:32,109,868.0,-122,433,0,4,1/3
DR9,2024-07-25 19:54:34,109,868.0,-119,439,0,4,4/6
DR0,2024-07-25 19:54:37,109,865.9,-111,523,-18,5,4/5
DR8,2024-07-25 19:54:41,110,868.0,-130,461,0,4,1/3
DR8,2024-07-25 19:54:50,111,868.0,-132,463,0,4,1/3
DR8,2024-07-25 19:54:59,112,868.0,-131,450,0,4,1/3
DR0,2024-07-25 19:55:04,112,865.9,-110,521,-21,5,4/5
DR8,2024-07-25 19:55:08,113,868.0,-123,448,0,4,1/3
DR9,2024-07-25 19:55:10,113,868.0,-133,452,0,4,4/6
DR0,2024-07-25 19:55:13,113,865.9,-115,530,-3,5,4/5
DR0,2024-07-25 19:55:22,114,865.9,-114,521,-19,5,4/5
DR8,2024-07-25 19:55:26,115,868.0,-128,444,0,4,1/3
DR8,2024-07-25 19:55:35,116,868.0,-131,444,0,4,1/3
DR8,2024-07-25 19:55:44,117,868.0,-130,448,0,4,1/3
DR9,2024-07-25 19:55:46,117,868.0,-133,450,0,4,4/6
