2024-09-02 12:18:36,1125,865.9,-117,437,-4,5
2024-09-02 13:00:37,1126,865.9,-116,448,-4,5
2024-09-02 13:42:38,1127,865.9,-115,451,-3,5
2024-09-02 14:24:39,1128,865.9,-114,452,-3,5
2024-09-02 15:06:40,1129,865.9,-117,454,-11,5
2024-09-02 15:48:41,1130,865.9,-117,450,-14,5
2024-09-02 16:30:42,1131,865.9,-117,455,-14,5
2024-09-02 17:12:43,1132,865.9,-117,453,-19,5
2024-09-02 17:54:44,1133,865.9,-117,462,-14,5
2024-09-02 19:18:45,1135,865.9,-116,463,-14,5
2024-09-02 20:00:46,1136,865.9,-117,454,-15,5
2024-09-02 20:42:47,1137,865.9,-117,440,-13,5
2024-09-02 21:24:48,1138,865.9,-116,434,-14,5
2024-09-02 22:48:50,1140,865.9,-117,425,-11,5
2024-09-02 23:30:51,1141,865.9,-117,423,-10,5
2024-09-03 00:12:52,1142,865.9,-117,422,-11,5
2024-09-03 00:54:53,1143,865.9,-117,422,-10,5
2024-09-03 01:36:53,1144,865.9,-117,420,-11,5
2024-09-03 02:18:54,1145,865.9,-117,421,-11,5
2024-09-03 03:00:55,1146,865.9,-116,421,-12,5
2024-09-03 03:42:56,1147,865.9,-115,426,-12,5
2024-09-03 04:24:57,1148,865.9,-117,423,-11,5
2024-09-03 05:06:58,1149,865.9,-114,422,-13,5
2024-09-03 05:48:59,1150,865.9,-116,422,-12,5
2024-09-03 06:31:00,1151,865.9,-116,424,-12,5
2024-09-03 07:13:01,1152,865.9,-110,422,-12,5
2024-09-03 07:55:02,1153,865.9,-117,422,-9,5
2024-09-03 08:37:02,1154,865.9,-111,419,-1,5
2024-09-03 09:19:03,1155,865.9,-113,416,2,5
2024-09-03 10:01:04,1156,865.9,-111,413,4,5
2024-09-03 10:43:05,1157,865.9,-113,414,-3,5
2024-09-03 11:25:06,1158,865.9,-114,416,-3,5
