2024-09-02 12:04:22,1125/20,868.6,-127,-1609,0,6
2024-09-02 12:05:09,1125/51,868.6,-119,-1613,0,6
2024-09-02 12:13:22,1125/20,868.6,-121,-1614,0,6
2024-09-02 12:14:09,1125/51,868.6,-119,-1603,0,6
2024-09-02 12:46:23,1126/20,868.6,-124,-1596,0,6
2024-09-02 12:47:10,1126/51,868.6,-125,-1602,0,6
2024-09-02 12:55:23,1126/20,868.6,-122,-1604,0,6
2024-09-02 12:56:10,1126/51,868.6,-122,-1604,0,6
2024-09-02 13:28:24,1127/20,868.6,-123,-1595,0,6
2024-09-02 13:29:11,1127/51,868.6,-129,-1591,0,6
2024-09-02 13:37:24,1127/20,868.6,-122,-1598,0,6
2024-09-02 13:38:11,1127/51,868.6,-122,-1598,0,6
2024-09-02 14:10:24,1128/20,868.6,-124,-1598,0,6
2024-09-02 14:11:12,1128/51,868.6,-123,-1588,0,6
2024-09-02 14:19:25,1128/20,868.6,-123,-1597,0,6
2024-09-02 14:20:12,1128/51,868.6,-120,-1597,0,6
2024-09-02 14:52:25,1129/20,868.6,-129,-1594,0,6
2024-09-02 14:53:12,1129/51,868.6,-130,-1599,0,6
2024-09-02 15:01:26,1129/20,868.6,-129,-1591,0,6
2024-09-02 15:02:13,1129/51,868.6,-131,-1588,0,6
2024-09-02 15:34:26,1130/20,868.6,-131,-1591,0,6
2024-09-02 15:35:13,1130/51,868.6,-132,-1596,0,6
2024-09-02 15:43:26,1130/20,868.6,-132,-1591,0,6
2024-09-02 15:44:14,1130/51,868.6,-132,-1592,0,6
2024-09-02 16:17:14,1131/51,868.6,-134,-1594,0,6
2024-09-02 16:25:28,1131/20,868.6,-134,-1588,0,6
2024-09-02 16:26:14,1131/51,868.6,-133,-1596,0,6
2024-09-02 16:58:28,1132/20,868.6,-134,-1594,0,6
2024-09-02 16:59:15,1132/51,868.6,-137,-1568,0,6
2024-09-02 17:07:28,1132/20,868.6,-136,-1585,0,6
2024-09-02 17:40:29,1133/20,868.6,-128,-1586,0,6
2024-09-02 17:41:16,1133/51,868.6,-129,-1587,0,6
2024-09-02 17:49:29,1133/20,868.6,-129,-1582,0,6
2024-09-02 17:50:16,1133/51,868.6,-129,-1586,0,6
2024-09-02 18:22:30,1134/20,868.6,-131,-1574,0,6
2024-09-02 18:23:17,1134/51,868.6,-128,-1576,0,6
2024-09-02 18:31:30,1134/20,868.6,-130,-1583,0,6
2024-09-02 18:32:17,1134/51,868.6,-129,-1586,0,6
2024-09-02 19:04:31,1135/20,868.6,-129,-1579,0,6
2024-09-02 19:05:18,1135/51,868.6,-130,-1578,0,6
2024-09-02 19:13:32,1135/20,868.6,-129,-1593,0,6
2024-09-02 19:14:18,1135/51,868.6,-129,-1578,0,6
2024-09-02 19:46:31,1136/20,868.6,-130,-1583,0,6
2024-09-02 19:47:19,1136/51,868.6,-131,-1586,0,6
2024-09-02 19:55:32,1136/20,868.6,-130,-1593,0,6
2024-09-02 19:56:19,1136/51,868.6,-131,-1583,0,6
2024-09-02 20:28:33,1137/20,868.6,-129,-1595,0,6
2024-09-02 20:29:20,1137/51,868.6,-128,-1601,0,6
2024-09-02 20:37:33,1137/20,868.6,-129,-1603,0,6
2024-09-02 20:38:20,1137/51,868.6,-128,-1606,0,6
2024-09-02 21:10:34,1138/20,868.6,-128,-1612,0,6
2024-09-02 21:11:21,1138/51,868.6,-128,-1607,0,6
2024-09-02 21:19:34,1138/20,868.6,-128,-1612,0,6
2024-09-02 21:20:21,1138/51,868.6,-129,-1594,0,6
2024-09-02 21:52:34,1139/20,868.6,-127,-1618,0,6
2024-09-02 21:53:22,1139/51,868.6,-128,-1616,0,6
2024-09-02 22:01:35,1139/20,868.6,-127,-1605,0,6
2024-09-02 22:02:22,1139/51,868.6,-126,-1619,0,6
2024-09-02 22:34:35,1140/20,868.6,-127,-1621,0,6
2024-09-02 22:35:22,1140/51,868.6,-127,-1621,0,6
2024-09-02 22:43:36,1140/20,868.6,-126,-1622,0,6
2024-09-02 23:16:36,1141/20,868.6,-127,-1623,0,6
2024-09-02 23:17:23,1141/51,868.6,-126,-1624,0,6
2024-09-02 23:25:37,1141/20,868.6,-128,-1622,0,6
2024-09-02 23:26:23,1141/51,868.6,-126,-1618,0,6
2024-09-02 23:58:37,1142/20,868.6,-126,-1627,0,6
2024-09-02 23:59:24,1142/51,868.6,-125,-1621,0,6
2024-09-03 00:07:37,1142/20,868.6,-126,-1623,0,6
2024-09-03 00:08:24,1142/51,868.6,-126,-1620,0,6
2024-09-03 00:40:38,1143/20,868.6,-126,-1626,0,6
2024-09-03 00:41:25,1143/51,868.6,-126,-1628,0,6
2024-09-03 00:49:38,1143/20,868.6,-126,-1623,0,6
2024-09-03 00:50:25,1143/51,868.6,-126,-1623,0,6
2024-09-03 01:22:39,1144/20,868.6,-126,-1628,0,6
2024-09-03 01:23:26,1144/51,868.6,-126,-1627,0,6
