5b24ff2,UNKNOWN CODING RATE M0CW336,2024-07-25 16:51:55,1/2################################################,868.6,-83,-1511,0,6,4/8
5b24ff2,DR0,2024-07-25 16:51:58,###########  START OF TEST ,868.3,-72,541,15,20,4/5
5b24ff2,DR0,2024-07-25 16:52:02,1/2#################,865.1,-87,534,15,1,4/5
5b24ff2,DR0,2024-07-25 16:52:07,1/2################################################,865.1,-87,534,14,1,4/5
4b24ff2,DR11,2024-07-25 16:52:10,720/2###############,868.6,-128,-1563,0,6,4/6
2b24ff2,DR8,2024-07-25 16:52:10,326/8###############,868.0,-108,368,0,4,1/3
5b24ff2,DR0,2024-07-25 16:52:10,1/2#################,865.1,-88,534,15,1,4/6
5b24ff2,DR0,2024-07-25 16:52:16,1/2################################################,865.1,-87,534,14,1,4/6
5b24ff2,DR0,2024-07-25 16:52:19,1/2#################,865.1,-87,535,15,1,4/7
5b24ff2,DR0,2024-07-25 16:52:24,1/2################################################,865.1,-89,534,15,1,4/7
5b24ff2,DR0,2024-07-25 16:52:27,1/2#################,865.1,-88,539,15,1,4/8
5b24ff2,DR0,2024-07-25 16:52:33,1/2################################################,865.1,-90,534,15,1,4/8
1b24ff2,DR2,2024-07-25 16:52:35,41/2################,865.9,-110,399,4,5,4/5
5b24ff2,UNKNOWN CODING RATE ON M0CW137,2024-07-25 16:52:39,1/2################################################,868.0,-84,448,0,4,5/6
5b24ff2,UNKNOWN CODING RATE ON M0CW137,2024-07-25 16:52:46,1/2#################################################################################################,868.0,-84,453,0,4,5/6
5b24ff2,DR9,2024-07-25 16:52:52,1/2#################,868.0,-83,454,0,4,4/6
5b24ff2,DR9,2024-07-25 16:52:58,1/2################################################,868.0,-84,452,0,4,4/6
2b24ff2,DR10,2024-07-25 16:53:00,305/2###############,868.6,-116,-1593,0,6,1/3
5b24ff2,DR9,2024-07-25 16:53:06,1/2#################################################################################################,868.0,-82,452,0,4,4/6
5b24ff2,UNKNOWN CODING RATE ON M0CW137,2024-07-25 16:53:12,1/2#################,868.0,-82,453,0,4,4/8
5b24ff2,UNKNOWN CODING RATE ON M0CW137,2024-07-25 16:53:19,1/2################################################,868.0,-83,451,0,4,4/8
1b24ff2,DR0,2024-07-25 16:53:26,38/8################,865.9,-104,407,7,5,4/5
3b24ff2,DR8,2024-07-25 16:53:28,118/14##############,868.0,-127,379,0,4,1/3
5b24ff2,DR8,2024-07-25 16:53:32,1/2#################,868.0,-84,450,0,4,1/3
5b24ff2,DR8,2024-07-25 16:53:41,1/2################################################,868.0,-84,447,0,4,1/3
2b24ff2,DR9,2024-07-25 16:53:50,307/2###############,868.0,-116,369,0,4,4/6
4b24ff2,DR10,2024-07-25 16:53:51,746/2###############,868.6,-129,-1567,0,6,1/3
5b24ff2,UNKNOWN CODING RATE ON M0CW137,2024-07-25 16:53:54,1/2#################,868.0,-82,452,0,4,5/6
