DR9,2024-07-24 18:38:58,62/2,868.0,-106,299,0,4
DR10,2024-07-24 18:39:49,63/8,868.6,-95,-1652,0,6
DR3,2024-07-24 18:40:37,19/8,866.1,-107,383,10,6
DR11,2024-07-24 18:41:28,82/14,868.6,-91,-1653,0,6
DR9,2024-07-24 18:42:18,54/8,868.0,-98,302,0,4
DR10,2024-07-24 18:43:09,68/2,868.6,-103,-1639,0,6
DR10,2024-07-24 18:44:49,64/8,868.6,-96,-1607,0,6
DR6,2024-07-24 18:45:37,82/14,866.1,-98,0,9,8
DR10,2024-07-24 18:47:20,47/14,868.6,-90,-1656,0,6
DR11,2024-07-24 18:48:09,83/14,868.6,-91,-1655,0,6
DR1,2024-07-24 18:48:58,18/14,865.9,-100,390,11,5
DR0,2024-07-24 18:49:49,15/14,865.7,-96,393,1,4
DR2,2024-07-24 18:50:37,15/8,866.1,-104,385,8,6
DR6,2024-07-24 18:51:27,83/14,866.1,-103,0,7,8
DR6,2024-07-24 18:53:07,77/8,866.1,-105,0,2,8
DR10,2024-07-24 18:54:00,65/8,868.6,-96,-1655,0,6
DR8,2024-07-24 18:54:50,75/2,868.0,-106,301,0,4
DR10,2024-07-24 18:55:40,69/2,868.6,-103,-1655,0,6
DR2,2024-07-24 18:56:28,28/8,865.9,-105,385,10,5
DR1,2024-07-24 18:57:18,16/2,866.1,-111,387,2,6
DR4,2024-07-24 18:58:07,25/14,865.7,-96,379,1,4
DR4,2024-07-24 18:59:47,26/14,865.7,-93,380,-4,4
DR11,2024-07-24 19:00:39,66/8,868.6,-96,-1657,0,6
DR11,2024-07-24 19:01:29,84/14,868.6,-92,-1660,0,6
DR0,2024-07-24 19:02:19,18/8,865.9,-104,391,11,5
DR6,2024-07-24 19:03:08,83/2,866.1,-111,0,2,8
DR4,2024-07-24 19:03:58,25/8,865.9,-107,377,11,5
DR9,2024-07-24 19:04:50,55/8,868.0,-98,297,0,4
DR4,2024-07-24 19:06:28,17/14,865.9,-101,377,15,5
DR3,2024-07-24 19:07:18,18/14,866.1,-92,378,-10,6
DR6,2024-07-24 19:08:08,78/8,866.1,-107,0,4,8
DR8,2024-07-24 19:10:41,68/14,868.0,-94,297,0,4
DR1,2024-07-24 19:11:29,11/14,866.1,-104,384,10,6
DR0,2024-07-24 19:12:20,19/8,865.9,-107,389,9,5
DR0,2024-07-24 19:13:10,20/8,865.9,-106,389,10,5
DR3,2024-07-24 19:13:58,18/14,866.3,-99,377,-2,7
DR9,2024-07-24 19:16:30,74/14,868.0,-94,292,0,4
DR2,2024-07-24 19:17:19,29/8,865.9,-106,380,11,5
DR10,2024-07-24 19:19:01,66/8,868.6,-95,-1661,0,6
