DR8,2024-07-24 18:40:12,311/14,868.0,-120,361,0,4
DR9,2024-07-24 18:41:01,283/8,868.0,-125,389,0,4
DR10,2024-07-24 18:41:52,251/2,868.6,-131,-1600,0,6
DR3,2024-07-24 18:42:39,60/8,866.1,-113,435,-7,6
DR0,2024-07-24 18:43:31,67/8,866.1,-115,447,-3,6
DR8,2024-07-24 18:45:12,277/2,868.0,-128,361,0,4
DR3,2024-07-24 18:47:40,61/8,866.1,-113,435,-10,6
DR3,2024-07-24 18:48:30,63/8,865.9,-115,434,-16,5
DR2,2024-07-24 18:49:20,56/14,866.1,-114,437,1,6
DR9,2024-07-24 18:50:11,285/8,868.0,-120,354,0,4
DR0,2024-07-24 18:51:51,59/2,865.9,-117,447,-22,5
DR0,2024-07-24 18:55:12,60/2,865.9,-116,446,-13,5
DR10,2024-07-24 18:56:03,265/8,868.6,-121,-1603,0,6
DR3,2024-07-24 18:57:40,57/2,866.1,-117,435,-10,6
DR4,2024-07-24 19:01:00,80/14,866.1,-112,431,0,6
DR8,2024-07-24 19:02:43,312/14,868.0,-117,358,0,4
DR1,2024-07-24 19:03:31,80/2,866.1,-115,438,-13,6
DR6,2024-07-24 19:04:20,294/14,866.1,-103,0,-4,8
DR8,2024-07-24 19:05:13,278/2,868.0,-131,356,0,4
DR8,2024-07-24 19:06:53,313/14,868.0,-118,355,0,4
DR9,2024-07-24 19:09:22,286/8,868.0,-124,356,0,4
DR9,2024-07-24 19:11:02,292/14,868.0,-118,353,0,4
DR11,2024-07-24 19:11:53,283/2,868.6,-128,-1602,0,6
DR10,2024-07-24 19:12:44,266/8,868.6,-119,-1602,0,6
DR8,2024-07-24 19:13:34,274/8,868.0,-120,353,0,4
DR1,2024-07-24 19:14:22,83/14,865.9,-114,437,-4,5
DR10,2024-07-24 19:15:14,267/8,868.6,-124,-1608,0,6
DR8,2024-07-24 19:17:44,314/14,868.0,-120,353,0,4
